sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
POLR2D-2	POLR2D	4412.8/4390.7/4664.2	774.08/655.07/601.37	4412.8	655.07	-2.7501	31847	20772	26.073	3.6894e-150	1	7.3789e-150	1.1818e-148	False
RPS13-8	RPS13	4966.5/4740.1/5084	951.71/762/1028.3	4966.5	951.71	-2.3824	32533	23721	26.067	4.2716e-150	1	8.5433e-150	1.3459e-148	False
PSMD6-18	PSMD6	5046.3/5174.5/5020.8	854.82/1004.9/999.61	5046.3	999.61	-2.3346	8543.1	24150	26.04	8.6927e-150	1	1.7385e-149	2.6947e-148	False
RPL11-7	RPL11	6661/6678.5/6387.5	1886.3/1955.9/2053.2	6661	1955.9	-1.7674	37544	32994	25.903	3.0594e-148	1	6.1188e-148	9.3335e-147	False
RPL18A-8	RPL18A	4468.5/4379.5/4541.8	712.52/765.11/634.65	4468.5	712.52	-2.6471	6646.7	21066	25.878	5.9247e-148	1	1.1849e-147	1.7793e-146	False
RPL35A-1	RPL35A	3628.2/3705/3682.6	370.39/253.31/315.6	3682.6	315.6	-3.5404	1730.4	16955	25.858	9.7946e-148	1	1.9589e-147	2.8962e-146	False
POLR2D-4	POLR2D	6051.7/6019/5798	1552.2/1607/1592.9	6019	1592.9	-1.9172	24961	29441	25.796	4.9765e-147	1	9.9531e-147	1.4492e-145	False
RPS3A-1	RPS3A	3873.1/3781.6/3870.2	420.85/800.41/367.25	3870.2	420.85	-3.198	3932.4	17927	25.763	1.1656e-146	1	2.3312e-146	3.3436e-145	False
PSMD11-9	PSMD11	5255/5362.3/5671.6	1364.5/1225/1145.4	5362.3	1225	-2.1291	53587	25855	25.73	2.7053e-146	1	5.4106e-146	7.6465e-145	False
RPS8-4	RPS8	3560.5/3589.2/3713.2	291.67/246.04/292.65	3589.2	291.67	-3.6167	8106.1	16473	25.692	7.1068e-146	1	1.4214e-145	1.9796e-144	False
POLR2A-2	POLR2A	3650.5/3236/3525.6	291.67/263.69/226.09	3525.6	263.69	-3.7359	49717	16145	25.671	1.227e-145	1	2.4539e-145	3.3689e-144	False
NUP54-19	NUP54	4535.3/4679.4/4787.7	850.78/920.83/876.81	4679.4	876.81	-2.4146	16250	22186	25.529	4.6896e-144	1	9.3792e-144	1.2695e-142	False
RPL34-5	RPL34	3921.3/3833/3907.8	474.34/503.5/442.99	3907.8	474.34	-3.0397	2887.7	18122	25.505	8.7079e-144	1	1.7416e-143	2.3245e-142	False
COPB1-6	COPB1	6983.8/7000.8/6491.2	2392.9/2218.5/2242.5	6983.8	2242.5	-1.6384	1.2143e+05	34798	25.417	8.2601e-143	1	1.652e-142	2.1748e-141	False
COPS4-6	COPS4	5893.1/6022.7/5842.4	1463.4/1653.8/1592.9	5893.1	1592.9	-1.8867	9690.6	28749	25.361	3.3807e-142	1	6.7615e-142	8.7808e-141	False
COPZ1-11	COPZ1	4446.2/4805.5/4663.3	1136.4/894.88/832.05	4663.3	894.88	-2.3803	33665	22100	25.349	4.6513e-142	1	9.3027e-142	1.192e-140	False
RPL9-7	RPL9	3416.8/3597.6/3701.4	353.23/307.29/340.85	3597.6	340.85	-3.396	21736	16516	25.341	5.5899e-142	1	1.118e-141	1.4137e-140	False
RPL6-2	RPL6	10247/10573/10591	5290.4/4637.4/4586	10573	4637.4	-1.1889	53195	55499	25.196	2.1996e-140	1	4.3993e-140	5.4905e-139	False
RPL3-11	RPL3	5249.4/5478.1/5018.8	1268.6/1193.9/1254.4	5249.4	1254.4	-2.0643	52745	25245	25.144	8.2052e-140	1	1.641e-139	2.0218e-138	False
RPL30-8	RPL30	4346.1/4076.8/4193.2	683.25/682.06/888.28	4193.2	683.25	-2.6158	18457	19615	25.062	6.5267e-139	1	1.3053e-138	1.5879e-137	False
RPS19-3	RPS19	3068/3072.6/2868.9	145.33/152.61/203.13	3068	152.61	-4.3205	19844	13814	24.805	3.9692e-136	1	7.9385e-136	9.5361e-135	False
RPS24-5	RPS24	4670.7/4577.5/4398.6	930.51/961.32/770.07	4577.5	930.51	-2.2972	20348	21645	24.789	5.8502e-136	1	1.17e-135	1.3882e-134	False
POLA1-3	POLA1	3298/3285.6/3373.5	268.46/388.26/268.55	3298	268.55	-3.6134	2925.6	14981	24.751	1.501e-135	1	3.0019e-135	3.5181e-134	False
RPL9-6	RPL9	3017/2815.7/3009.1	220.01/121.46/148.05	3009.1	148.05	-4.336	18741	13517	24.608	5.1286e-134	1	1.0257e-133	1.1876e-132	False
NUP93-10	NUP93	3354.6/3398.6/3396.2	345.16/266.8/477.42	3396.2	345.16	-3.2949	868.35	15482	24.521	4.4366e-133	1	8.8733e-133	1.0151e-131	False
RPL18A-7	RPL18A	3682.9/3695.7/3748.8	469.29/563.71/499.23	3695.7	499.23	-2.8856	1491.6	17022	24.5	7.4396e-133	1	1.4879e-132	1.6822e-131	False
PSMC1-4	PSMC1	4750.4/4835.4/4623.8	963.82/1237.5/1078.8	4750.4	1078.8	-2.1376	11631	22565	24.442	3.0359e-132	1	6.0718e-132	6.7849e-131	False
COPS2-4	COPS2	6473.7/6638.4/6142.6	2069.9/2115.7/2146.1	6473.7	2115.7	-1.613	68356	31952	24.38	1.4051e-131	1	2.8103e-131	3.1042e-130	False
POLR2F-9	POLR2F	5558.3/5413.6/5042.5	1606.7/1475.2/1454.1	5413.6	1475.2	-1.875	79336	26134	24.363	2.1318e-131	1	4.2637e-131	4.6561e-130	False
RPS9-8	RPS9	3708.9/3760.1/3525.6	530.86/505.57/526.77	3708.9	526.77	-2.8134	18113	17090	24.341	3.5952e-131	1	7.1904e-131	7.764e-130	False
RPS8-5	RPS8	4201.4/3846.1/4131	750.87/615.62/1018	4131	750.87	-2.4583	43062	19288	24.338	3.8915e-131	1	7.783e-131	8.3105e-130	False
PSMC2-2	PSMC2	4086.4/4021.7/4012.5	659.03/697.63/950.26	4021.7	697.63	-2.5256	2134.4	18716	24.297	1.0453e-130	1	2.0907e-130	2.2078e-129	False
RPL36-5	RPL36	5155.7/5196/5478	1405.9/1279/1371.4	5196	1371.4	-1.9209	40577	24956	24.21	8.778e-130	1	1.7556e-129	1.8338e-128	False
RPL11-9	RPL11	3522.5/3448.1/3367.6	297.72/440.17/420.04	3448.1	420.04	-3.0342	6008.2	15748	24.13	6.0822e-129	1	1.2164e-128	1.257e-127	False
COPS4-4	COPS4	4713.3/4727.9/4692.9	1149.5/1074.5/1131.6	4713.3	1131.6	-2.0574	315.85	22367	23.949	4.7155e-127	1	9.431e-127	9.6417e-126	False
PSMD7-5	PSMD7	5123.3/5120.3/5050.4	1370.5/1265.5/1549.3	5120.3	1370.5	-1.9007	2449.1	24548	23.933	6.9527e-127	1	1.3905e-126	1.4066e-125	False
PSMC2-11	PSMC2	4921.1/4561.7/5006.9	1257.5/1179.3/1284.2	4921.1	1257.5	-1.9676	68279	23478	23.91	1.2052e-126	1	2.4104e-126	2.4129e-125	False
RPL30-1	RPL30	3531.8/3421.9/3011.1	386.54/438.1/540.54	3421.9	438.1	-2.9626	90438	15614	23.879	2.5138e-126	1	5.0275e-126	4.9809e-125	False
RPS13-2	RPS13	4882.1/4746.6/4692.9	1179.8/985.2/1180.9	4746.6	1179.8	-2.0075	10625	22545	23.755	4.8387e-125	1	9.6774e-125	9.4897e-124	False
RPS9-4	RPS9	3241.5/3297.7/3141.4	392.59/362.31/337.41	3241.5	362.31	-3.1578	6584.6	14693	23.752	5.1848e-125	1	1.037e-124	1.0066e-123	False
RPS13-6	RPS13	4406.4/4704.6/5008.9	1163.6/1045.4/1273.9	4704.6	1163.6	-2.0145	90777	22321	23.701	1.7597e-124	1	3.5195e-124	3.3822e-123	False
RPS13-7	RPS13	3169.1/3289.3/3029.8	446.08/250.19/335.11	3169.1	335.11	-3.2375	16921	14326	23.678	3.0519e-124	1	6.1039e-124	5.8077e-123	False
COPS4-7	COPS4	3481.7/3385.5/3264.9	365.34/448.48/478.57	3385.5	448.48	-2.9135	11900	15428	23.646	6.4585e-124	1	1.2917e-123	1.217e-122	False
NUP98-12	NUP98	4820/5083.9/4685	1257.5/998.69/1271.6	4820	1257.5	-1.9376	43930	22937	23.523	1.1897e-122	1	2.3793e-122	2.2199e-121	False
COPB1-1	COPB1	3721.9/4102/3989.7	791.24/776.53/867.63	3989.7	791.24	-2.3327	42179	18550	23.484	2.9384e-122	1	5.8767e-122	5.4303e-121	False
PSMD6-1	PSMD6	4229.2/4162.8/3901.9	890.14/791.06/888.28	4162.8	888.28	-2.2272	36244	19455	23.476	3.5736e-122	1	7.1471e-122	6.5413e-121	False
PSMC4-2	PSMC4	4651.2/4437.4/4369	970.88/1167.9/1044.4	4437.4	1044.4	-2.086	25195	20902	23.469	4.2185e-122	1	8.4369e-122	7.649e-121	False
PSMB2-18	PSMB2	3760.8/3618.1/3844.6	565.17/675.83/755.16	3760.8	675.83	-2.4746	13689	17359	23.415	1.5088e-121	1	3.0177e-121	2.7103e-120	False
PSMB2-4	PSMB2	3020.7/3085.6/2926.1	301.76/379.96/254.78	3020.7	301.76	-3.3191	6579.9	13576	23.336	9.5934e-121	1	1.9187e-120	1.7073e-119	False
PSMD7-7	PSMD7	3041.1/3084.7/2834.3	312.86/372.69/247.89	3041.1	312.86	-3.2769	22340	13679	23.327	1.1669e-120	1	2.3338e-120	2.0576e-119	False
POLR2F-3	POLR2F	3738.6/3761.1/3727.1	680.22/745.39/639.24	3738.6	680.22	-2.4567	319.06	17244	23.29	2.7985e-120	1	5.597e-120	4.8897e-119	False
COPS2-9	COPS2	3901.8/4031/3646.1	739.77/882.42/770.07	3901.8	770.07	-2.3396	41051	18091	23.284	3.2451e-120	1	6.4902e-120	5.619e-119	False
RPL34-7	RPL34	3348.1/3682.6/3862.3	650.95/575.13/739.09	3682.6	650.95	-2.4983	72090	16954	23.283	3.3112e-120	1	6.6224e-120	5.6823e-119	False
PSMC4-3	PSMC4	3328.6/3275.3/3492	471.31/424.6/488.9	3328.6	471.31	-2.8176	14769	15137	23.224	1.2986e-119	1	2.5973e-119	2.2088e-118	False
PSMB2-5	PSMB2	4155.9/4007.7/4044.1	861.88/894.88/758.6	4044.1	861.88	-2.2289	6919.8	18833	23.188	3.0144e-119	1	6.0289e-119	5.0822e-118	False
POLR2F-5	POLR2F	3988.1/3963.8/4053.9	772.06/836.74/899.76	3988.1	836.74	-2.2515	2464.3	18541	23.144	8.4467e-119	1	1.6893e-118	1.4117e-117	False
POLR2D-1	POLR2D	3990.8/4032/3638.2	844.73/851.28/729.91	3990.8	844.73	-2.2388	63036	18555	23.096	2.5235e-118	1	5.047e-118	4.1812e-117	False
RPS9-2	RPS9	2820.4/3025.8/2917.3	280.57/291.72/277.73	2917.3	280.57	-3.3736	10587	13055	23.076	4.0111e-118	1	8.0223e-118	6.5892e-117	False
RPS13-5	RPS13	4474.1/4570.1/4458.8	1127.3/1229.2/996.16	4474.1	1127.3	-1.9877	4725.1	21096	23.042	8.8111e-118	1	1.7622e-117	1.4352e-116	False
PSMC2-7	PSMC2	3858.2/3929.2/3836.7	782.15/780.68/731.05	3858.2	780.68	-2.3037	2752	17865	23.025	1.2964e-117	1	2.5928e-117	2.0938e-116	False
POLA1-5	POLA1	5144.6/5156.7/5363.4	1582.5/1369.3/1541.3	5156.7	1541.3	-1.7417	21436	24744	22.984	3.3789e-117	1	6.7578e-117	5.4119e-116	False
PSMB2-6	PSMB2	5811.4/5989.1/6175.2	2065.9/2093.9/2257.4	5989.1	2093.9	-1.5157	33099	29276	22.765	5.0838e-115	1	1.0168e-114	8.0752e-114	False
PSMD7-2	PSMD7	3882.3/3698.5/3579.9	730.68/1008/709.25	3698.5	730.68	-2.338	23932	17036	22.737	9.5435e-115	1	1.9087e-114	1.5035e-113	False
RPL27-2	RPL27	3896.2/3453.7/3586.8	569.21/682.06/677.12	3586.8	677.12	-2.4035	56733	16460	22.679	3.5918e-114	1	7.1836e-114	5.6126e-113	False
RPL18A-4	RPL18A	3271.1/3079.1/3228.3	625.72/478.58/486.6	3228.3	486.6	-2.7275	12052	14626	22.67	4.403e-114	1	8.8059e-114	6.8246e-113	False
IL22-4	IL22	11860/11388/11493	17652/17079/16392	11493	17079	0.57144	72938	60969	22.624	1	1.2606e-113	2.5211e-113	1.9383e-112	True
NUP133-6	NUP133	3422.3/3476.1/3420.9	595.45/550.21/632.36	3422.3	595.45	-2.5209	1448.8	15616	22.622	1.3274e-113	1	2.6548e-113	2.0248e-112	False
RPL5-2	RPL5	3828.5/3939.5/3622.4	912.35/791.06/833.2	3828.5	833.2	-2.1987	27408	17710	22.508	1.7396e-112	1	3.4792e-112	2.6327e-111	False
PSMD7-1	PSMD7	3640.3/3715.3/3631.3	731.69/702.82/791.88	3640.3	731.69	-2.3132	2854	16736	22.483	3.0388e-112	1	6.0777e-112	4.563e-111	False
RPL35A-6	RPL35A	2790.7/2769.9/2990.3	254.33/337.4/296.09	2790.7	296.09	-3.2322	20140	12422	22.382	2.9188e-111	1	5.8376e-111	4.3488e-110	False
RPS3A-4	RPS3A	5138.1/5588.3/5336.8	1780.3/1758.6/1677.9	5336.8	1758.6	-1.601	51375	25717	22.313	1.3964e-110	1	2.7928e-110	2.0645e-109	False
PSMB2-15	PSMB2	3310.1/3269.7/3372.5	613.61/579.28/454.47	3310.1	579.28	-2.5125	2765.3	15043	22.265	3.9941e-110	1	7.9882e-110	5.8601e-109	False
COPS8-10	COPS8	4329.4/4138.5/4100.4	1043.5/1152.3/925.01	4138.5	1043.5	-1.9866	18948	19328	22.262	4.3259e-110	1	8.6518e-110	6.2988e-109	False
PSMC2-3	PSMC2	5945/6028.3/5638	2168.8/2099.1/2343.5	5945	2168.8	-1.4543	50604	29034	22.161	4.0465e-109	1	8.093e-109	5.8476e-108	False
COPS4-1	COPS4	3087.5/3035.2/2878.7	450.12/474.43/324.79	3035.2	450.12	-2.7507	13607	13649	22.127	8.622e-109	1	1.7244e-108	1.2367e-107	False
NUP98-2	NUP98	3497.4/3634/3323.1	466.26/703.86/866.48	3497.4	703.86	-2.3113	24516	16001	22.085	2.2231e-108	1	4.4462e-108	3.165e-107	False
COPB1-5	COPB1	4846.9/5105.4/4526	1405.9/1552/1506.9	4846.9	1506.9	-1.6848	84892	23080	21.985	1.999e-107	1	3.998e-107	2.8251e-106	False
PSMD6-12	PSMD6	3668.1/3827.4/3693.5	948.68/827.4/709.25	3693.5	827.4	-2.157	9288.1	17011	21.975	2.5026e-107	1	5.0053e-107	3.511e-106	False
POLA1-4	POLA1	5286.5/5454.7/5525.4	1887.3/1913.3/1760.5	5454.7	1887.3	-1.5307	16648	26357	21.974	2.5364e-107	1	5.0729e-107	3.5326e-106	False
COPS6-8	COPS6	4531.6/4565.4/4489.4	1441.2/999.73/1330.1	4531.6	1330.1	-1.7677	1459.1	21401	21.884	1.8374e-106	1	3.6749e-106	2.5407e-105	False
NUP54-11	NUP54	3919.4/4066.5/4274.2	1054.6/961.32/1203.9	4066.5	1054.6	-1.946	32373	18951	21.879	2.0629e-106	1	4.1257e-106	2.832e-105	False
PSMA3-11	PSMA3	3988.1/3989/3922.6	1009.2/910.45/1065	3988.1	1009.2	-1.9814	2144.1	18541	21.877	2.163e-106	1	4.326e-106	2.9484e-105	False
PSMD6-5	PSMD6	3291.5/3092.2/3153.3	549.02/551.25/394.79	3153.3	549.02	-2.5197	11426	14245	21.82	7.5718e-106	1	1.5144e-105	1.0249e-104	False
NUP205-5	NUP205	3394.5/3627.5/3514.7	573.24/863.73/755.16	3514.7	755.16	-2.2171	13583	16090	21.755	3.0664e-105	1	6.1329e-105	4.1215e-104	False
NUP98-14	NUP98	4315.5/4108.6/4487.5	1229.2/1242.7/1203.9	4315.5	1229.2	-1.8109	36195	20258	21.683	1.4706e-104	1	2.9413e-104	1.9629e-103	False
NUP205-1	NUP205	4229.2/4338.4/4105.3	1178.8/1069.3/1341.6	4229.2	1178.8	-1.8422	13638	19804	21.676	1.7183e-104	1	3.4366e-104	2.2776e-103	False
RPS19-6	RPS19	7230.5/6860.7/7603.2	3012.6/3302.3/3115.9	7230.5	3115.9	-1.2142	1.3784e+05	36183	21.631	4.6127e-104	1	9.2253e-104	6.0723e-103	False
POLR2A-1	POLR2A	4769.9/4672.8/4598.1	1399.8/1507.4/1454.1	4672.8	1454.1	-1.6835	7506.4	22151	21.627	5.0522e-104	1	1.0104e-103	6.6057e-103	False
RPS19-7	RPS19	2433.6/2457.9/2444.2	209.92/215.93/205.43	2444.2	209.92	-3.5352	148.93	10707	21.593	1.0514e-103	1	2.1028e-103	1.3654e-102	False
