gene,fdr
EIF3M,0.070802
POLR1A,0.070802
CDC7,0.070802
USO1,0.070802
EIF3A,0.070802
ATP6V1B2,0.070802
ITPA,0.070802
VPS72,0.071028
POLR2D,0.071246
CINP,0.071246
ATP6V1F,0.071246
TBCA,0.071246
POLR2C,0.071246
RNF113A,0.071246
FPGS,0.071246
EXOSC10,0.071306
WARS2,0.071306
UQCRC1,0.071995
ZNRD1,0.071995
SCFD1,0.072576
RBM42,0.072675
MED6,0.073114
ADAR,0.073114
RPS14,0.073114
PHB2,0.073114
ANAPC1,0.073114
SKA2,0.073114
RBBP5,0.073114
LAMTOR5,0.073114
USP39,0.073167
DDX23,0.073167
PPCS,0.073167
DHODH,0.073167
CUL1,0.073167
BIRC5,0.073167
GEMIN5,0.073167
RRAGC,0.073167
RBM22,0.073167
TAF1,0.07374
SRP19,0.073928
PRKDC,0.073928
NSMCE1,0.073928
MTOR,0.073928
CCT7,0.073928
MPHOSPH10,0.073928
BORA,0.073928
U2AF1,0.073928
GLMN,0.073928
RPAIN,0.073928
IARS2,0.073928
ARFGEF1,0.073928
RPS23,0.073928
NXF1,0.073928
PGGT1B,0.073996
POLG2,0.073996
WDR5,0.074111
LSG1,0.074387
DUT,0.074483
FH,0.074483
EIF3D,0.07586
GPRASP2,0.07586
HAUS1,0.076222
MED11,0.076613
DGCR8,0.0772
NACA,0.0772
SDHA,0.0772
COG3,0.0772
FAM98B,0.0772
BRCA1,0.0772
TTF2,0.0772
DNTTIP1,0.077491
MRPL3,0.077491
CXXC1,0.077558
RPL32,0.077963
SURF6,0.078072
RPSA,0.078072
OXSM,0.078072
CARD8,0.078072
MFAP1,0.078072
PAM16,0.078317
RPAP3,0.078471
COG8,0.079163
MAD1L1,0.079163
CTC1,0.079164
MIS12,0.079164
LSM6,0.079164
SEC61B,0.079164
USP37,0.079164
TAMM41,0.079164
RPS19BP1,0.079251
BRAT1,0.079251
RPL30,0.079251
CEP350,0.079251
SF3B5,0.079251
AFG3L2,0.079251
RPL35,0.079251
MED8,0.079477
CFAP61,0.079477
UTP14A,0.079477
DHRS1,0.079477
PSMC3,0.079477
TAF1A,0.079477
CDK9,0.079775
RPL34,0.079775
HMGCS1,0.079775
BCCIP,0.079775
ZNF335,0.079775
TWISTNB,0.079775
CCDC84,0.079775
ZNF622,0.079775
ATP6V1C1,0.079856
PISD,0.080152
WDR59,0.080152
TOMM40,0.080152
SKIV2L2,0.080304
PIK3R4,0.080304
CCND1,0.080304
MCPH1,0.080304
CCDC174,0.080328
TTC4,0.080992
C19orf53,0.080992
DHX8,0.081041
RPL38,0.081086
AARS2,0.081086
FDX1L,0.081086
RFC3,0.081086
UBE2L3,0.081086
SEC13,0.081086
CHEK2,0.081086
RPL7A,0.081086
EIF4G2,0.081086
PSMD12,0.081086
XRCC1,0.081086
CDC16,0.081086
COG4,0.081086
ZNHIT6,0.081086
GPN2,0.081086
SHANK1,0.081086
MRPS5,0.081086
UTP15,0.081086
EIF6,0.081086
OGT,0.081086
COG2,0.081086
NSA2,0.081086
OXA1L,0.081086
IMPDH2,0.081086
TEN1,0.081086
MNAT1,0.081086
DKC1,0.081086
PSMB7,0.081086
NUP107,0.081663
PNPT1,0.081663
LAMTOR3,0.081663
ATAD5,0.081663
CCT6A,0.081663
TAF1C,0.081663
SNRNP25,0.081663
TCP1,0.081663
RAD9A,0.081663
EXOSC1,0.081663
MRPS15,0.081663
PITRM1,0.081663
PSMB5,0.081663
RRP7A,0.081663
POP1,0.081663
HBS1L,0.081663
SMU1,0.081663
POLR3F,0.081663
GNL2,0.081663
PPP1R1B,0.081663
RPL31,0.081663
MVD,0.081663
C14orf166,0.081663
C12orf60,0.081663
MDN1,0.081663
ZNF574,0.081663
CWF19L2,0.081663
UTP11,0.081663
ORC1,0.081663
MRPL33,0.081663
RPP38,0.081663
NOP56,0.081663
NUP153,0.081663
RBBP8,0.081663
LTV1,0.081663
RPL10A,0.081663
SNRNP35,0.081663
COPS6,0.081663
E4F1,0.081663
EXOSC3,0.081663
SRP14,0.081663
CDS2,0.081663
TIMM44,0.081663
PRMT1,0.081663
SMG6,0.081663
SRSF1,0.081663
EPHB4,0.081663
DICER1,0.081663
LAMTOR2,0.081663
AURKA,0.081663
YAE1D1,0.081663
DERL2,0.081663
ELAVL1,0.081663
AP2M1,0.081663
EBNA1BP2,0.081663
KIF14,0.081663
NCAPD2,0.081663
UTP20,0.081663
UBE3D,0.081663
GMPS,0.081663
MRPL41,0.081663
ELP2,0.081663
ATP5J,0.081663
UVRAG,0.081663
PRDM10,0.081663
GTF3C1,0.081663
THOC5,0.081663
DYNC1I2,0.081663
CCT3,0.081663
GTF2A2,0.081663
MRPS10,0.081663
ATL2,0.081663
MRPS22,0.081663
DDX55,0.081663
POP4,0.081663
SNRNP200,0.081663
TRPM7,0.081663
RPL5,0.081663
MIPEP,0.081663
TUBG1,0.081663
EMG1,0.081663
RPS5,0.081663
LAMTOR1,0.081663
MED7,0.081663
ZAR1L,0.081663
TONSL,0.081663
NXT1,0.081663
FLCN,0.081663
NSRP1,0.082164
ATP1A1,0.082164
PFDN4,0.082164
SUGT1,0.082371
MOCS3,0.082371
RPLP0,0.082371
MED27,0.082371
NUDC,0.082405
SSB,0.082405
SDHB,0.082405
TSG101,0.082405
ABT1,0.082478
TSC1,0.082492
ISG20L2,0.082597
CPSF4,0.082597
RAD50,0.082656
NUP85,0.082656
ERCC3,0.082656
UTP3,0.082708
DMAP1,0.082913
ADSS,0.082913
RPL28,0.082913
NDUFA2,0.082913
SRRM2,0.08293
SKA1,0.08293
SUPT5H,0.08293
GAPDH,0.082981
NDC80,0.083282
RAD51B,0.083486
WDR3,0.083852
TARDBP,0.083852
EIF1AX,0.083852
CDK1,0.083852
GOSR2,0.083852
DDX18,0.083852
DLST,0.083852
EMC2,0.083852
C12orf45,0.083852
NPM1,0.083852
YEATS4,0.083852
DDX56,0.083852
CHAF1B,0.083852
SF3A2,0.083852
ATIC,0.083852
DROSHA,0.083852
RTEL1,0.083852
TTC27,0.083852
RAD51,0.083852
PSMD1,0.083928
CCDC59,0.083928
TBCD,0.084122
WDR74,0.084122
CSNK2A1,0.084122
RNF40,0.084122
CCNA2,0.084122
NUTF2,0.084122
RPP14,0.084122
DHX29,0.084331
KANSL3,0.084355
LRRC57,0.084355
MRPS14,0.084355
SDHAF4,0.084355
LIN9,0.084355
ELL,0.084355
HUS1,0.084355
RECQL4,0.084355
CHEK1,0.084355
RPL3,0.084355
TBCC,0.084355
RPL39,0.084355
MRPS18C,0.084355
DGCR14,0.084355
ARMC7,0.084355
MRPL19,0.084355
DNAJC21,0.084355
UPF1,0.084355
PSMD4,0.084355
LSM8,0.084355
RHBDL3,0.084355
DNAJC17,0.084355
TEAD1,0.084355
SLC7A6OS,0.084355
RBSN,0.084355
METTL3,0.084355
NAE1,0.084355
SGO1,0.084355
SLC25A26,0.084355
GPKOW,0.084355
MRE11,0.084355
METAP2,0.084355
PFDN6,0.084355
WDR18,0.084355
IPO9,0.084355
MRPS21,0.084355
RPS8,0.084651
COPB2,0.084651
PRPF40A,0.084651
POLA1,0.085012
C22orf29,0.085012
B3GLCT,0.085012
DDX47,0.085564
MEN1,0.085564
GFER,0.085772
LSM4,0.085879
SAE1,0.085951
PSMD2,0.086172
ZC3H8,0.086172
UBE2I,0.086172
PRELID1,0.086172
SRRT,0.086227
POP5,0.086231
ACTR1A,0.086246
COX7C,0.086246
CTDP1,0.086246
DYNC1H1,0.086251
POLR3H,0.086277
RRP15,0.086277
SACM1L,0.08656
RHOA,0.086683
TPI1,0.086683
ANAPC5,0.086955
CCDC86,0.086955
BUD23,0.086955
TLN1,0.087075
TICRR,0.087075
ZNHIT3,0.087337
THOC2,0.087576
MIS18A,0.087576
ITGAV,0.087576
RPS21,0.087576
ASH2L,0.087576
RPL24,0.087921
RPS6,0.087921
DNA2,0.087921
NUP188,0.087921
ORAOV1,0.087941
TRAPPC5,0.087941
MRPL37,0.088483
MOB4,0.088483
VEZF1,0.088487
RPS20,0.088487
UBE2D3,0.088487
PSMD7,0.088487
RTTN,0.08852
ATP6AP1,0.089367
ZCCHC9,0.089367
CLASRP,0.089841
RAB3GAP2,0.089841
ATP5O,0.089841
EIF2B1,0.089841
CLPB,0.089841
RPF2,0.089841
FTSJ3,0.089841
CARS2,0.089841
DDRGK1,0.089841
MRPL39,0.089841
ELP4,0.09019
NEK1,0.09019
RPL14,0.09019
POLR3A,0.09019
NAA25,0.09019
POLR2A,0.09019
CSNK1A1,0.09019
WDHD1,0.09019
TUBGCP6,0.09019
CTU1,0.09019
HOXD13,0.09019
CCT6B,0.09019
VPS41,0.09019
DCTN2,0.09019
SSBP1,0.09019
NDUFB1,0.09019
NEDD4L,0.09019
UTP6,0.09019
OSTC,0.09019
YEATS2,0.09019
BYSL,0.09019
WDR77,0.09019
PTPA,0.09038
MRPL46,0.09038
WDR48,0.090571
PSMB6,0.090865
PSMD8,0.090892
RPA2,0.090975
PET117,0.090975
NUP62,0.091179
MRPS33,0.09129
NAF1,0.09129
EEF2,0.091448
NOL7,0.091544
PRPF19,0.091544
CHMP2A,0.091544
PARN,0.091544
MCM7,0.091544
SAP30BP,0.091544
EXOC1,0.09189
AQR,0.09189
KMT2A,0.09189
SNIP1,0.09189
NOP16,0.09189
TXN,0.09189
NUFIP1,0.09189
TFB1M,0.09189
PLRG1,0.091953
LCMT1,0.091953
MED31,0.092135
ALG2,0.092426
CTU2,0.092426
PPA1,0.092492
MRPS24,0.092838
TMA16,0.092838
SNRNP27,0.093109
DOT1L,0.093109
PDGFRA,0.093109
NFYB,0.093109
PFAS,0.093109
MAK16,0.093109
RRP9,0.093109
RPL37A,0.093109
VPS16,0.093109
EIF3J,0.093109
FAM60A,0.093109
UMPS,0.093109
SNRPF,0.093109
CHAF1A,0.093109
CIT,0.093109
FARSB,0.093109
METTL25,0.093109
USP5,0.093109
SOD1,0.093109
EXOSC8,0.093109
APOBEC3G,0.093109
POC1B,0.093109
TAOK2,0.093109
WDR61,0.093109
CAPZB,0.093109
PCBP2,0.093109
UNC45A,0.093109
MRPS18A,0.093109
GPN3,0.093109
NDUFA7,0.093109
CENPM,0.093109
GRWD1,0.093109
ATP7B,0.09313
C1QBP,0.093529
TAF13,0.093529
TAF8,0.093529
CCT4,0.093529
NGDN,0.093529
LIMS1,0.093529
LARS2,0.093529
WDR7,0.093529
SAMM50,0.094314
TERF1,0.094467
RNGTT,0.0945
NARS,0.09508
CDSN,0.095747
NDUFAB1,0.095747
RNASEK,0.095747
PTK2,0.095791
ALG14,0.096067
ICE2,0.096107
DDX54,0.096107
XPC,0.096107
RARS,0.096107
RBM17,0.096107
GIPC1,0.096217
GEMIN8,0.096217
TTC1,0.096217
NOP10,0.096217
XRN1,0.096217
ZRSR2,0.096234
FNTA,0.096256
MRPL27,0.096256
RBM19,0.096256
SART1,0.096256
CHMP3,0.096256
HEATR3,0.096256
INTS4,0.096609
FLII,0.096625
ANAPC4,0.097439
MRPL58,0.097439
CHTF18,0.097439
MCM6,0.097439
ZMYM3,0.097439
RBM8A,0.097439
ARPC2,0.097543
BRK1,0.09807
NUP133,0.098219
PDCD7,0.098219
CDC73,0.098507
PSMA3,0.098711
CDCA8,0.098711
NFYC,0.098915
ROMO1,0.098978
PTPN23,0.099029
GINS4,0.099029
CTR9,0.099029
PMVK,0.099029
ALG1,0.099029
NKAP,0.099029
STIP1,0.099029
VPS18,0.099029
PNO1,0.099029
MYBL2,0.099029
SNAI1,0.099029
NUP98,0.099029
RNF20,0.099054
RPL23,0.099228
ECT2,0.099228
SF3B3,0.100283
RUVBL1,0.101048
POLR2K,0.101048
FAM96B,0.101071
TTK,0.101179
POLD1,0.101359
PI4KA,0.101359
FUBP1,0.101368
TRPT1,0.101464
URI1,0.101497
TIPRL,0.101626
EIF2B2,0.101626
TAF5,0.102215
BRAF,0.102215
SOCS4,0.102215
COG1,0.102385
RPLP1,0.102385
TELO2,0.102385
DCTN4,0.102385
PLK4,0.102385
GUK1,0.102385
VPS29,0.102385
DCTN5,0.102385
SYF2,0.102385
POLE,0.102513
AURKB,0.102553
MCM3AP,0.103105
HAX1,0.103105
DSCC1,0.103105
GTF2E2,0.103105
RAB18,0.103105
BOD1L1,0.103112
RPLP2,0.103371
C19orf25,0.103371
CPSF1,0.103371
DCTN1,0.103424
SEC61A1,0.103424
BUB1B,0.103424
RPS13,0.103424
RPL18,0.103424
CDC23,0.103424
CRCP,0.103424
KNL1,0.103424
SDHAF1,0.103607
PSMC2,0.103813
PSMG1,0.104184
CPSF2,0.104412
COX19,0.104546
RPL37,0.104615
OSBP,0.104615
PRPF38A,0.104632
PPWD1,0.104823
MED18,0.105073
VRK1,0.105566
TRAPPC13,0.105686
TRMT61A,0.105713
NOL10,0.106041
CNOT1,0.106208
FNBP4,0.106208
TEX10,0.106208
INTS2,0.106208
RPL27A,0.106208
ARCN1,0.106246
MRPL32,0.106482
FAM204A,0.106482
HSPE1,0.106691
RRP36,0.107067
VPS35,0.107067
CYFIP1,0.107067
SPATA5,0.107067
EIF3G,0.107092
GPALPP1,0.107824
FAM122A,0.107824
TRAPPC3,0.108439
VPS33A,0.108611
EIF2S1,0.108611
MCM10,0.108611
EXOSC7,0.10886
SCAMP4,0.10895
CCNC,0.10895
SKIV2L,0.10895
HPS5,0.10895
RTF1,0.10895
MRPL34,0.109197
NHP2,0.109523
TBP,0.109668
SNRNP40,0.110014
FBXO42,0.110371
DDX46,0.11058
FAM149B1,0.11058
COA7,0.110645
MRTO4,0.110763
SENP1,0.110763
SF3A3,0.110948
SNRPB,0.110948
VPS37A,0.110957
SRFBP1,0.110992
PGK1,0.110992
NPC1,0.110992
CEP55,0.110992
PALB2,0.111199
HARS,0.111736
INTS8,0.11181
CIAPIN1,0.11186
PET100,0.11186
COPS4,0.11186
TKFC,0.11186
SLC39A10,0.11186
LSM7,0.11186
KDM8,0.11186
HSPD1,0.11186
PPP2R1A,0.111956
PSMD6,0.111956
VMA21,0.111956
DIS3,0.111956
PGAM1,0.112137
ESF1,0.112137
CLNS1A,0.112137
MED17,0.112137
LENG8,0.112152
MRPL16,0.112152
SEC22B,0.112303
C18orf21,0.112303
PTPMT1,0.112303
THOC1,0.112456
ATP6V0C,0.112456
RPS29,0.112868
ELOC,0.112868
CENPH,0.112868
TFAM,0.112868
DCPS,0.112977
TAF3,0.112977
DHFR,0.113334
USP36,0.11384
HOXB3,0.11384
ENO1,0.11384
PNISR,0.11384
TBL3,0.11384
TMTC2,0.11384
UBIAD1,0.11384
EIF3I,0.114141
SAMD4B,0.114382
TIMM10,0.114382
RPS7,0.114382
SBDS,0.114382
ANLN,0.114439
RPS4X,0.114853
MAX,0.114876
MAPK1,0.114876
NCAPD3,0.114876
DBF4,0.115151
MEMO1,0.115207
NDUFB4,0.115271
DHX33,0.115271
EXOC7,0.115271
BECN1,0.115472
SOD2,0.115828
WRB,0.115966
MEAF6,0.116135
GPATCH4,0.116303
WDR82,0.116481
RABGGTA,0.117002
MRPL28,0.117002
UMAD1,0.117182
PSMB1,0.117182
UFD1,0.117182
EIF1AD,0.117451
SENP6,0.117485
MRPS23,0.117485
GART,0.117486
SMC4,0.117545
PTTG1,0.117545
DDX24,0.117545
RFC2,0.117545
EARS2,0.117545
TUFM,0.117545
SDE2,0.117617
PIM1,0.11764
SF3B2,0.11764
POMP,0.117821
NSMCE4A,0.117821
DOHH,0.117821
EIF4E,0.117821
TIMM50,0.117821
EXOSC5,0.117821
SNRPA1,0.117821
MRPL42,0.117821
ATXN7L3,0.117822
PPP2CA,0.117835
VCP,0.117835
MTHFD1,0.117835
MRPL9,0.117897
NUP160,0.117897
TPGS1,0.118138
MTIF2,0.118138
AXIN1,0.118308
COG6,0.118399
RPL15,0.118916
EIF2S2,0.118916
HCCS,0.119363
MRPL55,0.119372
LENG1,0.11956
PKMYT1,0.119589
HSPA5,0.119597
TFE3,0.119597
CCP110,0.119754
UFL1,0.119754
ELP3,0.119762
C16orf59,0.119762
WEE1,0.11979
WDR4,0.119805
THOC7,0.119805
POLR1D,0.119805
NAB1,0.102553
RFC4,0.119805
SEPT7,0.119805
ATP6AP2,0.119863
UBA5,0.12
NAT10,0.12
WDR92,0.12
RPAP2,0.12
TPR,0.12
WDR75,0.12
ERC1,0.12
PGM3,0.12
DDX21,0.120046
MAPK11,0.120046
ESPL1,0.120219
UQCRQ,0.120266
NDUFB6,0.120274
DDI2,0.120274
PES1,0.120274
HAUS3,0.120274
GOLT1B,0.120274
RBM10,0.120274
DNTTIP2,0.120274
GET4,0.120274
PAXBP1,0.120539
PBRM1,0.120539
GNPAT,0.120881
OGDH,0.121099
U2AF1L5,0.121482
XRCC2,0.121482
ZC3H18,0.121482
RPS10-NUDT3,0.121482
ZNF768,0.121482
MFN2,0.121482
PRC1,0.121482
PAF1,0.121602
SLC39A6,0.121777
NRF1,0.121777
TIMELESS,0.121982
RPL36,0.121982
LIG1,0.121982
GMEB2,0.121982
TULP3,0.121982
SOX10,0.121982
PRPF4,0.121982
ZNF143,0.122101
POLE4,0.122445
COA5,0.12247
UPF2,0.122485
PRKRA,0.122921
MMP24,0.123062
AGPAT2,0.123062
CENPC,0.123664
PPIL4,0.123856
CCT8,0.123962
LRSAM1,0.124051
PTPN1,0.124334
RPS10,0.124644
ADA2,0.124726
CAGE1,0.124726
TUBGCP3,0.125248
CCNF,0.125488
APEX1,0.125488
C9orf78,0.125488
MRPS12,0.125488
DAD1,0.125488
SNRPD2,0.125488
NELFA,0.125655
INTS5,0.125655
GATB,0.125655
EIF3F,0.125655
ITGB1BP1,0.12581
MRPL43,0.12581
EIF3C,0.12581
SURF4,0.126087
KAT7,0.12623500000000001
FXN,0.126433
EIF5AL1,0.126433
COG5,0.126433
ACO2,0.126881
UFM1,0.127164
ATP5A1,0.127368
C8orf59,0.127368
PI4KB,0.127368
KIAA0100,0.12841
TADA2A,0.128745
CTHRC1,0.12906
LAGE3,0.12906
SLC25A3,0.129122
LYRM4,0.129122
AARS,0.129122
NEPRO,0.129122
SPC24,0.129974
URB1,0.129974
SMARCE1,0.130421
PPP1R7,0.130535
VCL,0.130535
AAGAB,0.130685
TACC3,0.130799
ILF2,0.131946
PSMB3,0.131946
NOC2L,0.132255
NUBP2,0.132418
NAA50,0.132418
MRPL35,0.132912
XPOT,0.132944
CARF,0.132949
NVL,0.132972
DHX37,0.133145
ALG5,0.133147
GMNN,0.133147
GEMIN4,0.133147
TOMM20,0.133147
ACTR3,0.133215
ZFYVE19,0.133215
DNAJC8,0.133215
GTF3C6,0.13343
PPP4C,0.133804
CNOT10,0.133939
TYMSOS,0.133939
CEP192,0.133939
EIF4A2,0.134231
NARFL,0.134231
FAM32A,0.134392
MVK,0.134492
DDX27,0.135088
RPL35A,0.135121
PHF8,0.135121
TAF4,0.135219
HMGCR,0.135457
MAD2L2,0.135512
SOAT1,0.135864
HNRNPH1,0.135864
CENPN,0.136074
CDKN2D,0.137018
ZNRF1,0.137385
SLC30A9,0.137385
ZSCAN9,0.137385
POLR2M,0.137532
MCEE,0.137568
SUPT6H,0.137698
GTPBP4,0.137708
IPO13,0.137708
EXOSC9,0.137812
CHMP6,0.137968
TIMM8B,0.137968
PRPF38B,0.137968
NOC3L,0.138148
GPATCH1,0.138524
MRPS11,0.138627
TBC1D10B,0.138627
OST4,0.138627
RBMX2,0.138627
SNRNP70,0.138627
PREB,0.138711
DNAJC2,0.138711
MMP15,0.138711
MED22,0.139135
TUBGCP5,0.139448
COASY,0.13971
RBM28,0.139878
VMP1,0.139934
SNAPC2,0.139934
CNEP1R1,0.139934
COX6C,0.140359
PDCD11,0.140359
RPL36A,0.140359
RPL7,0.1404
SCO1,0.140457
HYOU1,0.140553
RSF1,0.140553
ADPRHL1,0.140553
ISCA2,0.140668
MALSU1,0.140668
YARS,0.140668
TMEM258,0.140668
NOL6,0.140668
ZNF830,0.140668
SEL1L,0.140849
MBTPS2,0.140849
MRPL30,0.140849
WBP11,0.140849
PDRG1,0.140849
ELAC2,0.140849
TRMT10C,0.141046
METTL1,0.14111
MRGBP,0.141635
MRPL49,0.141635
DARS,0.142042
RPL29,0.142042
PPP2R2A,0.142369
PKN1,0.142404
PSMG3,0.142404
SNRPC,0.142549
STX18,0.142555
URB2,0.142555
BLM,0.142555
CDK12,0.142631
SMC5,0.142631
MRPL53,0.142804
H2AFZ,0.142804
DGKZ,0.142817
NCAPG,0.142867
TMX2,0.142867
ATP6V1H,0.143051
ZBTB2,0.143292
SNUPN,0.143296
RABGGTB,0.143568
ZNF699,0.143739
FAM50A,0.143739
TOX4,0.143759
NFU1,0.143759
UTP23,0.143759
VPS13D,0.14398
GPR139,0.14398
ATG3,0.14398
CDC6,0.14398
SDF2,0.14398
TBRG4,0.14408
HSP90B1,0.144084
COX17,0.144385
FCHO2,0.144438
SETD1A,0.144438
SETD1B,0.144438
IRX4,0.144438
ANKRA2,0.144933
CRK,0.144933
HMBOX1,0.145064
ADSL,0.145179
COPG1,0.145381
CDC40,0.14587
ERAL1,0.146095
SPATA5L1,0.146187
MDM4,0.146187
AHCTF1,0.146276
RAD51D,0.146342
COPB1,0.146729
SRP9,0.146729
DLD,0.146729
PARS2,0.146729
UBR4,0.146923
TIMM13,0.146923
RPL8,0.146923
WDR43,0.146979
NUP54,0.146999
MAMDC4,0.146999
RER1,0.146999
TRAIP,0.147385
PRPF4B,0.147449
ATP6V1G1,0.147467
MMP11,0.147467
DDX51,0.147522
RPL13,0.147586
NADK,0.147604
PPHLN1,0.147604
CDT1,0.147604
CCDC28B,0.147604
DIMT1,0.14784
TGS1,0.14784
ZC3H10,0.147942
CASC3,0.148316
SF3B4,0.148472
MTPAP,0.148713
PFKP,0.148713
CD3EAP,0.149117
RPS2,0.149612
SFR1,0.149612
HNRNPDL,0.149731
EMC3,0.149731
MRPS9,0.149731
MRPL13,0.149731
ARIH1,0.149731
USPL1,0.150277
RTCB,0.150277
MRPL22,0.150391
PMF1,0.150867
NUP43,0.15095
SPSB3,0.151048
TBCB,0.151349
MRPS26,0.151349
RPS12,0.151349
DYNLRB1,0.151605
NUP37,0.151605
ARPC3,0.151605
SEH1L,0.151605
SFPQ,0.151605
SUPT16H,0.15186
TFAP4,0.15186
NDUFA9,0.15186
POLR2E,0.15186
TIMM23B,0.15186
DBR1,0.152119
CNOT11,0.152516
DDX59,0.152543
NDUFAF5,0.152752
SMYD4,0.152802
MED21,0.153174
NOSIP,0.153174
ILK,0.153197
