gene,fdr,category
KIF18A,0.066157,1
WDR12,0.066295,1
FBL,0.066295,1
IMP3,0.066295,1
VPS28,0.066295,1
DCTN6,0.066295,1
SNRPD3,0.066295,1
HGS,0.066295,1
PFDN2,0.066295,1
SRPRB,0.066295,1
HSPA9,0.066295,1
MRPL11,0.066295,1
RPL11,0.066295,1
WDR36,0.066295,1
TP53RK,0.066295,1
ATRIP,0.066295,1
SRP72,0.066369,1
IMP4,0.066369,1
GBF1,0.066935,1
RFC1,0.066986,1
GMPPB,0.066986,1
POLR1C,0.066986,1
COPA,0.066986,1
ANAPC2,0.066986,1
NDOR1,0.066986,1
GGPS1,0.067129,1
DDX1,0.067157,1
SKA3,0.06721,1
FNTB,0.067792,1
HJURP,0.067792,1
SPC25,0.06878,1
BRCA2,0.069286,1
MIS18BP1,0.069287,1
RPS11,0.069287,1
EIF2B3,0.069287,1
KARS,0.069287,1
MED4,0.069287,1
RPAP1,0.070257,1
CENPK,0.070257,1
NOP2,0.070329,1
EIF3M,0.070802,1
POLR1A,0.070802,1
USO1,0.070802,1
EIF3A,0.070802,1
ATP6V1B2,0.070802,1
VPS72,0.071028,1
POLR2D,0.071246,1
CINP,0.071246,1
TBCA,0.071246,1
POLR2C,0.071246,1
RNF113A,0.071246,1
EXOSC10,0.071306,1
WARS2,0.071306,1
UQCRC1,0.071995,1
ZNRD1,0.071995,1
SCFD1,0.072576,1
MED6,0.073114,1
PHB2,0.073114,1
SKA2,0.073114,1
RBBP5,0.073114,1
USP39,0.073167,1
DDX23,0.073167,1
DHODH,0.073167,1
CUL1,0.073167,1
BIRC5,0.073167,1
GEMIN5,0.073167,1
TAF1,0.07374,1
PRKDC,0.073928,1
NSMCE1,0.073928,1
MTOR,0.073928,1
CCT7,0.073928,1
MPHOSPH10,0.073928,1
BORA,0.073928,1
U2AF1,0.073928,1
RPAIN,0.073928,1
IARS2,0.073928,1
NXF1,0.073928,1
PGGT1B,0.073996,1
WDR5,0.074111,1
LSG1,0.074387,1
EIF3D,0.07586,1
HAUS1,0.076222,1
MED11,0.076613,1
DGCR8,0.0772,1
SDHA,0.0772,1
COG3,0.0772,1
FAM98B,0.0772,1
BRCA1,0.0772,1
TTF2,0.0772,1
SURF6,0.078072,1
OXSM,0.078072,1
MFAP1,0.078072,1
COG8,0.079163,1
CTC1,0.079164,1
USP37,0.079164,1
RPS19BP1,0.079251,1
BRAT1,0.079251,1
SF3B5,0.079251,1
AFG3L2,0.079251,1
UTP14A,0.079477,1
PSMC3,0.079477,1
TAF1A,0.079477,1
CDK9,0.079775,1
HMGCS1,0.079775,1
BCCIP,0.079775,1
TWISTNB,0.079775,1
CCDC84,0.079775,1
ZNF622,0.079775,1
ATP6V1C1,0.079856,1
PISD,0.080152,1
TOMM40,0.080152,1
SKIV2L2,0.080304,1
CCND1,0.080304,1
DHX8,0.081041,1
RPL38,0.081086,1
AARS2,0.081086,1
FDX1L,0.081086,1
RFC3,0.081086,1
SEC13,0.081086,1
PSMD12,0.081086,1
CDC16,0.081086,1
COG4,0.081086,1
ZNHIT6,0.081086,1
GPN2,0.081086,1
MRPS5,0.081086,1
UTP15,0.081086,1
EIF6,0.081086,1
OGT,0.081086,1
COG2,0.081086,1
NSA2,0.081086,1
OXA1L,0.081086,1
TEN1,0.081086,1
DKC1,0.081086,1
PSMB7,0.081086,1
NUP107,0.081663,1
PNPT1,0.081663,1
CCT6A,0.081663,1
TAF1C,0.081663,1
SNRNP25,0.081663,1
TCP1,0.081663,1
RAD9A,0.081663,1
EXOSC1,0.081663,1
MRPS15,0.081663,1
PSMB5,0.081663,1
POP1,0.081663,1
POLR3F,0.081663,1
GNL2,0.081663,1
RPL31,0.081663,1
MVD,0.081663,1
MDN1,0.081663,1
ZNF574,0.081663,1
CWF19L2,0.081663,1
ORC1,0.081663,1
RPP38,0.081663,1
NOP56,0.081663,1
NUP153,0.081663,1
RBBP8,0.081663,1
LTV1,0.081663,1
RPL10A,0.081663,1
SNRNP35,0.081663,1
COPS6,0.081663,1
E4F1,0.081663,1
EXOSC3,0.081663,1
TIMM44,0.081663,1
PRMT1,0.081663,1
SMG6,0.081663,1
SRSF1,0.081663,1
DICER1,0.081663,1
LAMTOR2,0.081663,1
YAE1D1,0.081663,1
EBNA1BP2,0.081663,1
NCAPD2,0.081663,1
UTP20,0.081663,1
GMPS,0.081663,1
MRPL41,0.081663,1
ELP2,0.081663,1
UVRAG,0.081663,1
GTF3C1,0.081663,1
THOC5,0.081663,1
CCT3,0.081663,1
GTF2A2,0.081663,1
MRPS10,0.081663,1
ATL2,0.081663,1
MRPS22,0.081663,1
DDX55,0.081663,1
POP4,0.081663,1
SNRNP200,0.081663,1
MIPEP,0.081663,1
TUBG1,0.081663,1
RPS5,0.081663,1
MED7,0.081663,1
TONSL,0.081663,1
NXT1,0.081663,1
NSRP1,0.082164,1
ATP1A1,0.082164,1
SUGT1,0.082371,1
MOCS3,0.082371,1
RPLP0,0.082371,1
MED27,0.082371,1
NUDC,0.082405,1
TSG101,0.082405,1
ABT1,0.082478,1
ISG20L2,0.082597,1
CPSF4,0.082597,1
NUP85,0.082656,1
ERCC3,0.082656,1
UTP3,0.082708,1
DMAP1,0.082913,1
NDUFA2,0.082913,1
SKA1,0.08293,1
SUPT5H,0.08293,1
NDC80,0.083282,1
WDR3,0.083852,1
GOSR2,0.083852,1
DDX18,0.083852,1
DLST,0.083852,1
C12orf45,0.083852,1
YEATS4,0.083852,1
DDX56,0.083852,1
CHAF1B,0.083852,1
SF3A2,0.083852,1
ATIC,0.083852,1
DROSHA,0.083852,1
RTEL1,0.083852,1
TTC27,0.083852,1
RAD51,0.083852,1
PSMD1,0.083928,1
TBCD,0.084122,1
WDR74,0.084122,1
RNF40,0.084122,1
CCNA2,0.084122,1
RPP14,0.084122,1
KANSL3,0.084355,1
MRPS14,0.084355,1
ELL,0.084355,1
HUS1,0.084355,1
CHEK1,0.084355,1
RPL3,0.084355,1
TBCC,0.084355,1
MRPS18C,0.084355,1
DGCR14,0.084355,1
ARMC7,0.084355,1
MRPL19,0.084355,1
UPF1,0.084355,1
PSMD4,0.084355,1
SLC7A6OS,0.084355,1
METTL3,0.084355,1
NAE1,0.084355,1
SLC25A26,0.084355,1
GPKOW,0.084355,1
METAP2,0.084355,1
PFDN6,0.084355,1
WDR18,0.084355,1
IPO9,0.084355,1
COPB2,0.084651,1
PRPF40A,0.084651,1
POLA1,0.085012,1
DDX47,0.085564,1
GFER,0.085772,1
LSM4,0.085879,1
SAE1,0.085951,1
PSMD2,0.086172,1
ZC3H8,0.086172,1
UBE2I,0.086172,1
SRRT,0.086227,1
POP5,0.086231,1
ACTR1A,0.086246,1
CTDP1,0.086246,1
DYNC1H1,0.086251,1
POLR3H,0.086277,1
RRP15,0.086277,1
SACM1L,0.08656,1
ANAPC5,0.086955,1
CCDC86,0.086955,1
TLN1,0.087075,1
TICRR,0.087075,1
THOC2,0.087576,1
MIS18A,0.087576,1
ITGAV,0.087576,1
RPS21,0.087576,1
DNA2,0.087921,1
ORAOV1,0.087941,1
TRAPPC5,0.087941,1
MRPL37,0.088483,1
PSMD7,0.088487,1
RTTN,0.08852,1
ZCCHC9,0.089367,1
CLASRP,0.089841,1
EIF2B1,0.089841,1
RPF2,0.089841,1
FTSJ3,0.089841,1
CARS2,0.089841,1
MRPL39,0.089841,1
ELP4,0.09019,1
POLR3A,0.09019,1
NAA25,0.09019,1
POLR2A,0.09019,1
CSNK1A1,0.09019,1
WDHD1,0.09019,1
TUBGCP6,0.09019,1
CTU1,0.09019,1
DCTN2,0.09019,1
UTP6,0.09019,1
YEATS2,0.09019,1
BYSL,0.09019,1
WDR77,0.09019,1
MRPL46,0.09038,1
PSMB6,0.090865,1
PSMD8,0.090892,1
RPA2,0.090975,1
PET117,0.090975,1
NUP62,0.091179,1
NAF1,0.09129,1
EEF2,0.091448,1
NOL7,0.091544,1
PRPF19,0.091544,1
CHMP2A,0.091544,1
PARN,0.091544,1
MCM7,0.091544,1
EXOC1,0.09189,1
AQR,0.09189,1
SNIP1,0.09189,1
NOP16,0.09189,1
NUFIP1,0.09189,1
TFB1M,0.09189,1
PLRG1,0.091953,1
ALG2,0.092426,1
CTU2,0.092426,1
MRPS24,0.092838,1
DOT1L,0.093109,1
PFAS,0.093109,1
MAK16,0.093109,1
RRP9,0.093109,1
EIF3J,0.093109,1
UMPS,0.093109,1
SNRPF,0.093109,1
CHAF1A,0.093109,1
FARSB,0.093109,1
USP5,0.093109,1
SOD1,0.093109,1
EXOSC8,0.093109,1
WDR61,0.093109,1
UNC45A,0.093109,1
MRPS18A,0.093109,1
GPN3,0.093109,1
CENPM,0.093109,1
GRWD1,0.093109,1
C1QBP,0.093529,1
TAF13,0.093529,1
CCT4,0.093529,1
NGDN,0.093529,1
LARS2,0.093529,1
WDR7,0.093529,1
SAMM50,0.094314,1
RNGTT,0.0945,1
NARS,0.09508,1
NDUFAB1,0.095747,1
PTK2,0.095791,1
ALG14,0.096067,1
DDX54,0.096107,1
RARS,0.096107,1
RBM17,0.096107,1
TTC1,0.096217,1
NOP10,0.096217,1
XRN1,0.096217,1
MRPL27,0.096256,1
RBM19,0.096256,1
SART1,0.096256,1
CHMP3,0.096256,1
INTS4,0.096609,1
ANAPC4,0.097439,1
MCM6,0.097439,1
NUP133,0.098219,1
PDCD7,0.098219,1
CDC73,0.098507,1
PSMA3,0.098711,1
CDCA8,0.098711,1
ROMO1,0.098978,1
PTPN23,0.099029,1
GINS4,0.099029,1
CTR9,0.099029,1
PMVK,0.099029,1
ALG1,0.099029,1
NKAP,0.099029,1
VPS18,0.099029,1
PNO1,0.099029,1
MYBL2,0.099029,1
NUP98,0.099029,1
RNF20,0.099054,1
ECT2,0.099228,1
SF3B3,0.100283,1
RUVBL1,0.101048,1
FAM96B,0.101071,1
TTK,0.101179,1
POLD1,0.101359,1
PI4KA,0.101359,1
URI1,0.101497,1
EIF2B2,0.101626,1
TAF5,0.102215,1
DCTN4,0.102385,1
PLK4,0.102385,1
GUK1,0.102385,1
DCTN5,0.102385,1
POLE,0.102513,1
AURKB,0.102553,1
MCM3AP,0.103105,1
DSCC1,0.103105,1
GTF2E2,0.103105,1
RPLP2,0.103371,1
CPSF1,0.103371,1
SEC61A1,0.103424,1
BUB1B,0.103424,1
RPS13,0.103424,1
RPL18,0.103424,1
CDC23,0.103424,1
CRCP,0.103424,1
PSMC2,0.103813,1
PSMG1,0.104184,1
CPSF2,0.104412,1
OSBP,0.104615,1
PPWD1,0.104823,1
MED18,0.105073,1
VRK1,0.105566,1
TRAPPC13,0.105686,1
TRMT61A,0.105713,1
NOL10,0.106041,1
CNOT1,0.106208,1
FNBP4,0.106208,1
TEX10,0.106208,1
INTS2,0.106208,1
RPL27A,0.106208,1
ARCN1,0.106246,1
RRP36,0.107067,1
CYFIP1,0.107067,1
SPATA5,0.107067,1
EIF3G,0.107092,1
TRAPPC3,0.108439,1
EIF2S1,0.108611,1
MCM10,0.108611,1
EXOSC7,0.10886,1
RTF1,0.10895,1
MRPL34,0.109197,1
NHP2,0.109523,1
TBP,0.109668,1
DDX46,0.11058,1
MRTO4,0.110763,1
SF3A3,0.110948,1
SNRPB,0.110948,1
SRFBP1,0.110992,1
PGK1,0.110992,1
HARS,0.111736,1
INTS8,0.11181,1
COPS4,0.11186,1
LSM7,0.11186,1
KDM8,0.11186,1
PPP2R1A,0.111956,1
PSMD6,0.111956,1
DIS3,0.111956,1
ESF1,0.112137,1
CLNS1A,0.112137,1
MED17,0.112137,1
LENG8,0.112152,1
MRPL16,0.112152,1
C18orf21,0.112303,1
PTPMT1,0.112303,1
THOC1,0.112456,1
ATP6V0C,0.112456,1
RPS29,0.112868,1
TFAM,0.112868,1
DCPS,0.112977,1
DHFR,0.113334,1
USP36,0.11384,1
ENO1,0.11384,1
PNISR,0.11384,1
TBL3,0.11384,1
EIF3I,0.114141,1
SAMD4B,0.114382,1
TIMM10,0.114382,1
RPS4X,0.114853,1
NCAPD3,0.114876,1
DHX33,0.115271,1
SOD2,0.115828,1
WRB,0.115966,1
WDR82,0.116481,1
RABGGTA,0.117002,1
MRPL28,0.117002,1
PSMB1,0.117182,1
EIF1AD,0.117451,1
SENP6,0.117485,1
MRPS23,0.117485,1
GART,0.117486,1
SMC4,0.117545,1
DDX24,0.117545,1
RFC2,0.117545,1
TUFM,0.117545,1
SF3B2,0.11764,1
NSMCE4A,0.117821,1
EIF4E,0.117821,1
TIMM50,0.117821,1
EXOSC5,0.117821,1
ATXN7L3,0.117822,1
PPP2CA,0.117835,1
VCP,0.117835,1
MTHFD1,0.117835,1
MRPL9,0.117897,1
NUP160,0.117897,1
MTIF2,0.118138,1
LENG1,0.11956,1
PKMYT1,0.119589,1
HSPA5,0.119597,1
ELP3,0.119762,1
WEE1,0.11979,1
WDR4,0.119805,1
THOC7,0.119805,1
RFC4,0.119805,1
SEPT7,0.119805,1
ATP6AP2,0.119863,1
NAT10,0.12,1
WDR92,0.12,1
RPAP2,0.12,1
TPR,0.12,1
WDR75,0.12,1
PGM3,0.12,1
DDX21,0.120046,1
ESPL1,0.120219,1
UQCRQ,0.120266,1
NDUFB6,0.120274,1
DDI2,0.120274,1
PES1,0.120274,1
HAUS3,0.120274,1
DNTTIP2,0.120274,1
GET4,0.120274,1
PAXBP1,0.120539,1
OGDH,0.121099,1
XRCC2,0.121482,1
ZC3H18,0.121482,1
MFN2,0.121482,1
PRC1,0.121482,1
PAF1,0.121602,1
NRF1,0.121777,1
TIMELESS,0.121982,1
PRPF4,0.121982,1
COA5,0.12247,1
UPF2,0.122485,1
PRKRA,0.122921,1
PPIL4,0.123856,1
TUBGCP3,0.125248,1
C9orf78,0.125488,1
MRPS12,0.125488,1
DAD1,0.125488,1
SNRPD2,0.125488,1
NELFA,0.125655,1
INTS5,0.125655,1
MRPL43,0.12581,1
ACO2,0.126881,1
ATP5A1,0.127368,1
KIAA0100,0.12841,1
LAGE3,0.12906,1
LYRM4,0.129122,1
AARS,0.129122,1
SPC24,0.129974,1
URB1,0.129974,1
PPP1R7,0.130535,1
TACC3,0.130799,1
ILF2,0.131946,1
PSMB3,0.131946,1
NOC2L,0.132255,1
NAA50,0.132418,1
NVL,0.132972,1
DHX37,0.133145,1
GMNN,0.133147,1
ACTR3,0.133215,1
PPP4C,0.133804,1
CEP192,0.133939,1
NARFL,0.134231,1
MVK,0.134492,1
DDX27,0.135088,1
TAF4,0.135219,1
HMGCR,0.135457,1
MAD2L2,0.135512,1
HNRNPH1,0.135864,1
CENPN,0.136074,1
SLC30A9,0.137385,1
SUPT6H,0.137698,1
GTPBP4,0.137708,1
IPO13,0.137708,1
EXOSC9,0.137812,1
CHMP6,0.137968,1
PRPF38B,0.137968,1
NOC3L,0.138148,1
MRPS11,0.138627,1
SNRNP70,0.138627,1
PREB,0.138711,1
DNAJC2,0.138711,1
TUBGCP5,0.139448,1
COASY,0.13971,1
RBM28,0.139878,1
VMP1,0.139934,1
SNAPC2,0.139934,1
PDCD11,0.140359,1
RPL36A,0.140359,1
RPL7,0.1404,1
SCO1,0.140457,1
HYOU1,0.140553,1
MALSU1,0.140668,1
YARS,0.140668,1
TMEM258,0.140668,1
NOL6,0.140668,1
ZNF830,0.140668,1
PDRG1,0.140849,1
ELAC2,0.140849,1
METTL1,0.14111,1
MRGBP,0.141635,1
DARS,0.142042,1
RPL29,0.142042,1
PSMG3,0.142404,1
SNRPC,0.142549,1
STX18,0.142555,1
URB2,0.142555,1
BLM,0.142555,1
CDK12,0.142631,1
SMC5,0.142631,1
MRPL53,0.142804,1
NCAPG,0.142867,1
ATP6V1H,0.143051,1
SNUPN,0.143296,1
RABGGTB,0.143568,1
FAM50A,0.143739,1
UTP23,0.143759,1
VPS13D,0.14398,1
CDC6,0.14398,1
SETD1A,0.144438,1
ADSL,0.145179,1
COPG1,0.145381,1
SPATA5L1,0.146187,1
RAD51D,0.146342,1
COPB1,0.146729,1
DLD,0.146729,1
PARS2,0.146729,1
UBR4,0.146923,1
TIMM13,0.146923,1
RPL8,0.146923,1
WDR43,0.146979,1
TRAIP,0.147385,1
PRPF4B,0.147449,1
ATP6V1G1,0.147467,1
DDX51,0.147522,1
RPL13,0.147586,1
CDT1,0.147604,1
DIMT1,0.14784,1
SF3B4,0.148472,1
MTPAP,0.148713,1
CD3EAP,0.149117,1
RPS2,0.149612,1
MRPS9,0.149731,1
MRPL13,0.149731,1
ARIH1,0.149731,1
USPL1,0.150277,1
MRPL22,0.150391,1
PMF1,0.150867,1
NUP43,0.15095,1
MRPS26,0.151349,1
DYNLRB1,0.151605,1
SEH1L,0.151605,1
SFPQ,0.151605,1
POLR2E,0.15186,1
DBR1,0.152119,1
DDX59,0.152543,1
ILK,0.153197,1
INCENP,0.153281,1
TRUB2,0.15333,1
NSL1,0.15333,1
CUL2,0.15333,1
MRPS2,0.153994,1
UBA1,0.154151,1
PHB,0.154523,1
NRDE2,0.154848,1
FEN1,0.154965,1
KNTC1,0.154965,1
POLG,0.155675,1
EIF5,0.155675,1
HNRNPM,0.156481,1
LUC7L3,0.156752,1
COQ5,0.156752,1
ACACA,0.156752,1
STX5,0.157164,1
DPM1,0.157621,1
METTL17,0.157621,1
SYS1,0.157652,1
TAF1B,0.157652,1
EIF3H,0.157996,1
RBBP4,0.158252,1
TRMT6,0.158288,1
C1orf131,0.134231,1
SRP54,0.159174,1
ZMAT5,0.159643,1
REXO2,0.159721,1
RPS27,0.159887,1
RPP21,0.160489,1
TRIP13,0.161017,1
KPNB1,0.161309,1
BCAS2,0.161555,1
IPO11,0.161946,1
NIP7,0.163085,1
BMS1,0.163085,1
RPL23A,0.163085,1
MDM2,0.164882,1
GNL3,0.164909,1
DPAGT1,0.164909,1
HAUS4,0.166104,1
CPSF3,0.16624,1
ANAPC15,0.167049,1
ATP5C1,0.167427,1
MRPS35,0.167427,1
RPL10,0.167427,1
NBAS,0.167427,1
SHQ1,0.168571,1
LIN52,0.168806,1
TUBE1,0.168806,1
PCYT1A,0.168812,1
MYBBP1A,0.168812,1
HNRNPK,0.168996,1
CDC123,0.168996,1
ATP5B,0.169404,1
SNAPC3,0.169462,1
RNF168,0.169462,1
GADD45GIP1,0.170639,1
PDCD5,0.170777,1
NOB1,0.170777,1
PDPK1,0.171343,1
GAR1,0.171343,1
HAUS5,0.172109,1
CDC45,0.172927,1
LEMD2,0.173419,1
BRF1,0.174026,1
RANBP2,0.174163,1
EFTUD2,0.174684,1
ATP6V1E1,0.175249,1
DCAF7,0.175505,1
CCNH,0.176773,1
NCBP2,0.177483,1
GLE1,0.177483,1
PGLS,0.178387,1
CENPJ,0.178579,1
FANCI,0.17883,1
ETF1,0.179817,1
PDCL,0.180204,1
MARS2,0.180354,1
EXOSC4,0.180668,1
PSMA1,0.181171,1
OIP5,0.181347,1
RBM25,0.181702,1
PWP2,0.181702,1
VHL,0.182562,1
CNOT3,0.18285,1
HTATSF1,0.183707,1
SUPV3L1,0.184185,1
RRS1,0.184185,1
PKM,0.184545,1
PFDN1,0.18456,1
HSPA14,0.185195,1
PRPF18,0.186183,1
GTF3C5,0.186302,1
ASCC3,0.186526,1
RARS2,0.186631,1
IKBKAP,0.186842,1
EIF4A3,0.186958,1
CHD4,0.189385,1
PSMC4,0.189889,1
INTS7,0.190339,1
DPH5,0.190776,1
CENPL,0.191569,1
SLC35B1,0.191665,1
EXOC4,0.194465,1
USE1,0.195244,1
TERF2,0.195364,1
ORC2,0.195571,1
PSMA2,0.197812,1
SMG5,0.198736,1
CENPW,0.199237,1
MCM3,0.19936,1
TXN2,0.19936,1
BTAF1,0.19958,1
HNRNPU,0.199644,1
PPP1R35,0.199644,1
LARS,0.201645,1
RCC1,0.202851,1
MLST8,0.203263,1
RPS15A,0.204672,1
PPP1R15B,0.204772,1
ALG8,0.204938,1
XRCC5,0.205538,1
ATP2A2,0.209426,1
MRPL14,0.209426,1
UQCRB,0.209839,1
RBM14,0.210483,1
INTS6,0.210761,1
NDUFB8,0.210861,1
ZNF207,0.211109,1
ZBTB17,0.212188,1
NOM1,0.213793,1
UBA3,0.213793,1
INO80B,0.214629,1
SCD,0.215964,1
COQ4,0.216317,1
DHX35,0.218586,1
TRAPPC4,0.222082,1
AKIRIN2,0.223508,1
NOP14,0.223892,1
YKT6,0.223892,1
C11orf57,0.223892,1
PRPF39,0.225569,1
HSCB,0.22629,1
CFDP1,0.226687,1
YRDC,0.22842,1
EWSR1,0.229227,1
BCS1L,0.230649,1
EXOSC6,0.233159,1
IARS,0.233545,1
PSMD14,0.234311,1
RFWD3,0.235391,1
MGEA5,0.235407,1
CHMP4B,0.236501,1
UBA2,0.237252,1
PPM1D,0.237422,1
MRPS34,0.238356,1
DNAJC11,0.238656,1
XRN2,0.239282,1
THG1L,0.240208,1
NCAPH2,0.240627,1
HARS2,0.240754,1
COPS3,0.241802,1
SRCAP,0.24202,1
TUT1,0.24202,1
RAC1,0.24443,1
SPDL1,0.245097,1
MED12,0.245097,1
DNAJA3,0.245421,1
TOP2A,0.246481,1
SMC3,0.248619,1
ANKLE2,0.252803,1
CAD,0.253017,1
MRPS30,0.253041,1
TKT,0.253137,1
COA3,0.253744,1
POLD3,0.253954,1
TRNAU1AP,0.257872,1
RNASEH2B,0.258419,1
DIEXF,0.258821,1
MCMBP,0.258826,1
CENPT,0.25972,1
GTF2H4,0.261083,1
FKBPL,0.261442,1
DNLZ,0.263634,1
PRPF31,0.265229,1
SLC25A28,0.266004,1
CARS,0.268148,1
RPL19,0.268657,1
EXOSC2,0.270267,1
KATNB1,0.271847,1
DHX15,0.272615,1
OPA1,0.273254,1
RPN2,0.27427,1
EIF4G1,0.274823,1
GON4L,0.274987,1
ZZZ3,0.277685,1
VPS54,0.27866,1
NAPG,0.278944,1
LIN7C,0.278944,1
RRP1,0.2813,1
TXNL4B,0.281697,1
AURKAIP1,0.285733,1
WNK1,0.286446,1
KANSL1,0.287182,1
GTF2B,0.287182,1
NDUFS2,0.287182,1
AATF,0.290624,1
BUB3,0.29174,1
AIFM1,0.292621,1
TUBGCP4,0.292621,1
SCO2,0.295629,1
BAP1,0.298462,1
GPI,0.298517,1
ERCC2,0.298662,1
CHERP,0.300433,1
PRIM1,0.30339699999999997,1
MMS22L,0.304592,1
CBLL1,0.304592,1
PABPN1,0.306378,1
PTCD3,0.309091,1
TBCE,0.311759,1
CSTF3,0.312577,1
CDC20,0.317384,1
POLR3K,0.318367,1
GLRX5,0.319414,1
CEP85,0.325247,1
TOPBP1,0.329921,1
H2AFX,0.331173,1
PRMT5,0.331173,1
TAF6,0.334951,1
ATR,0.337362,1
NFS1,0.339476,1
SFSWAP,0.33980900000000003,1
PAK1IP1,0.341546,1
DOLK,0.341957,1
MRPL12,0.342923,1
U2SURP,0.345708,1
DPH1,0.349871,1
PSTK,0.350012,1
NOL9,0.351231,1
PSMD13,0.352359,1
CENPI,0.35286,1
MRPL18,0.353108,1
CACTIN,0.353483,1
NUDT21,0.355612,1
RNPC3,0.356127,1
NUP93,0.357924,1
WDR25,0.358707,1
COX10,0.360158,1
ERCC6L,0.360283,1
TRRAP,0.364314,1
INO80,0.364652,1
DHX16,0.365665,1
TAF10,0.368429,1
C14orf80,0.368471,1
PSMD3,0.36924,1
ATP6V0B,0.369967,1
TUBGCP2,0.370109,1
CDCA5,0.37265,1
SNW1,0.375914,1
MRPL21,0.376222,1
YTHDC1,0.380367,1
EPRS,0.382868,1
INTS1,0.384984,1
GTF3C2,0.385859,1
CCNB1,0.385927,1
WDR70,0.389144,1
PPP1R10,0.390385,1
RPS18,0.394602,1
CEBPZ,0.398874,1
CSNK2B,0.404356,1
C1orf109,0.407446,1
GNL3L,0.40852,1
MRPS7,0.410314,1
KIF11,0.410678,1
GTF2H3,0.41125,1
CTPS1,0.413063,1
RBMX,0.413333,1
RPTOR,0.416228,1
RINT1,0.417469,1
NAPA,0.422195,1
MMS19,0.422687,1
BNIP1,0.42643,1
MRPS28,0.426736,1
MAT2A,0.427224,1
TRIAP1,0.428347,1
RBM48,0.430223,1
DTL,0.431952,1
DDOST,0.44178,1
POLR2I,0.44346,1
WDR46,0.447147,1
PCF11,0.447147,1
GARS,0.453583,1
MRPL4,0.453978,1
CENPP,0.458621,1
GFM2,0.467346,1
SMARCA5,0.469502,1
ACTR8,0.473631,1
RPN1,0.476017,1
IDH3A,0.477009,1
CSTF1,0.477709,1
