gene,fdr,stat
HNRNPC,7.3e-4,8.596e-7
TIMM9,7.45e-4,9.0819e-7
ELP2,7.45e-4,9.0974e-7
PGAM1,7.45e-4,9.2286e-7
EXOSC8,7.45e-4,9.4096e-7
BUD31,7.45e-4,9.5527e-7
HMGCS1,7.45e-4,9.9259e-7
MAK16,7.45e-4,1.0008e-6
NUP85,7.45e-4,1.0225e-6
EIF3I,7.45e-4,1.0378e-6
UBE2I,7.45e-4,1.0497e-6
WDR43,7.45e-4,1.0592e-6
PSMB1,7.45e-4,1.1264e-6
BRF1,7.45e-4,1.1346e-6
RABGGTB,7.45e-4,1.152e-6
RPL4,7.45e-4,1.164e-6
ZRSR2,7.45e-4,1.1695e-6
CCT4,7.45e-4,1.1798e-6
EIF3E,7.45e-4,1.1901e-6
PPIAL4E,7.45e-4,1.1977e-6
PSMB3,7.45e-4,1.1996e-6
CCT5,7.45e-4,1.2034e-6
RPL15,7.45e-4,1.221e-6
RPL18A,7.45e-4,1.2361e-6
ZCRB1,7.45e-4,1.2753e-6
KARS,7.45e-4,1.2913e-6
PHB,7.45e-4,1.3257e-6
UBA2,7.45e-4,1.3329e-6
CPSF2,7.45e-4,1.3421e-6
ANAPC1,7.45e-4,1.3546e-6
PRPF19,7.45e-4,1.3954e-6
U2AF1,7.45e-4,1.403e-6
IMP4,7.45e-4,1.4223e-6
ORAOV1,7.45e-4,1.4418e-6
RPL23A,7.45e-4,1.4814e-6
DARS,7.45e-4,1.4992e-6
NMD3,7.45e-4,1.5015e-6
POLR2L,7.45e-4,1.5149e-6
RPS14,7.45e-4,1.5354e-6
GPN1,7.45e-4,1.6039e-6
G6PD,7.45e-4,1.6661e-6
RPS17,7.45e-4,1.6979e-6
GNL3L,7.45e-4,1.7326e-6
LARS,7.45e-4,1.765e-6
GPN2,7.45e-4,1.8036e-6
NFS1,7.45e-4,1.8036e-6
MDM2,7.45e-4,1.8782e-6
MRPL13,7.45e-4,1.8942e-6
PSMB7,7.45e-4,2.0145e-6
DCAF1,7.45e-4,2.0483e-6
COPA,7.45e-4,2.0854e-6
RSL1D1,7.45e-4,2.1552e-6
PES1,7.45e-4,2.1907e-6
HSPD1,7.77e-4,2.2056e-6
SPDYE2,7.77e-4,2.2116e-6
GAPDH,7.77e-4,2.2327e-6
PRELID1,7.77e-4,2.2448e-6
NOP2,7.77e-4,2.2938e-6
ABCE1,7.77e-4,2.4261e-6
DHX36,7.77e-4,2.4358e-6
AP2S1,7.77e-4,2.4568e-6
GRPEL1,8.93e-4,2.534e-6
CDK1,0.001087,2.6696e-6
RPL31,0.001139,2.7044e-6
XRCC6,0.001139,2.743e-6
RPS18,0.001139,2.7571e-6
CLP1,0.001208,2.7891e-6
NAA20,0.001276,2.8431e-6
SEC61A1,0.001293,2.8667e-6
LSM2,0.001293,2.9089e-6
PWP2,0.001293,2.9385e-6
GTPBP4,0.001293,2.9645e-6
DTYMK,0.001293,2.987e-6
AARS,0.001293,3.0451e-6
DCAF13,0.001308,3.0553e-6
MCM3,0.001308,3.1131e-6
PTCD3,0.001308,3.2032e-6
RPL32,0.001308,3.2511e-6
WDR18,0.001308,3.2551e-6
EIF2S1,0.001308,3.2711e-6
CDC7,0.001362,3.3936e-6
GFM1,0.001362,3.5837e-6
DHPS,0.001362,3.6313e-6
TARS2,0.001362,3.6619e-6
SRP54,0.001362,3.6663e-6
PSMC6,0.001362,3.6772e-6
SNRNP25,0.001362,3.6772e-6
DOHH,0.001362,3.7059e-6
HSPA8,0.001362,3.7548e-6
UBA1,0.001391,3.8494e-6
EIF5,0.001391,3.9111e-6
AQR,0.001391,3.9458e-6
PRPF8,0.001391,4.0157e-6
POLR1C,0.001414,4.1009e-6
ACTR10,0.001565,4.3946e-6
XRN1,0.001618,4.4654e-6
RBM25,0.001671,4.5011e-6
HSPA5,0.001716,4.5576e-6
PHB2,0.001716,4.6251e-6
SNRPG,0.001716,4.6722e-6
CCT7,0.001716,4.6775e-6
LYRM4,0.001716,4.7863e-6
RPS16,0.001716,4.8051e-6
CHD4,0.001716,4.8482e-6
ATP1A1,0.001716,4.8672e-6
RPL37,0.001716,4.9086e-6
PSMB4,0.001716,4.9463e-6
DDX52,0.001716,4.9903e-6
NSA2,0.001716,5.018e-6
NAA25,0.001716,5.0347e-6
HSPE1-MOB4,0.001716,5.0737e-6
RPL5,0.001716,5.0962e-6
PYROXD1,0.001716,5.198e-6
SOD2,0.001716,5.2322e-6
RPS23,0.001716,5.238e-6
PSMD14,0.001716,5.2552e-6
RPS29,0.001762,5.3419e-6
SF3B1,0.001863,5.5426e-6
SSB,0.001887,5.6084e-6
XPO1,0.001887,5.6174e-6
COPS6,0.001887,5.6568e-6
RPL17,0.001933,5.8473e-6
CCT6A,0.001933,5.8848e-6
CDK7,0.001933,5.891e-6
KRR1,0.001933,6.0363e-6
POLR2K,0.001933,6.042e-6
DKC1,0.001933,6.0938e-6
PGD,0.001934,6.1842e-6
RPL12,0.001934,6.3216e-6
NOL9,0.001934,6.3812e-6
NUP160,0.001934,6.5219e-6
ISY1,0.001934,6.6101e-6
ACTR1A,0.001935,6.6924e-6
DCPS,0.001935,6.7062e-6
ABCF1,0.001935,6.8172e-6
CSTF3,0.001935,6.9225e-6
CYCS,0.001935,6.9721e-6
ZPR1,0.002125,7.5051e-6
ATP6V0B,0.002153,7.5804e-6
ACTL6A,0.002153,7.6639e-6
PRC1,0.002192,7.8059e-6
TCP1,0.00223,7.9342e-6
RPS27,0.002257,7.997e-6
MARS2,0.002257,8.0206e-6
MFN2,0.002272,8.0839e-6
RPL23,0.002272,8.0919e-6
ABCB7,0.002272,8.1108e-6
SF3B3,0.002298,8.1796e-6
HSCB,0.002298,8.1876e-6
MRPS9,0.002323,8.3165e-6
SLC16A1,0.002323,8.4305e-6
NAA15,0.002358,8.488e-6
CCT3,0.00244,8.7797e-6
RPS8,0.002464,8.8559e-6
LARS2,0.002464,8.8815e-6
TXNL4B,0.002498,8.937e-6
RPL8,0.002532,9.1223e-6
COASY,0.002611,9.2182e-6
RBBP4,0.002645,9.2973e-6
NOP16,0.002666,9.3591e-6
DUX4,0.002666,9.4524e-6
RPLP2,0.002683,9.9481e-6
EEF1A1,0.002683,9.9759e-6
RPA1,0.002683,1.005e-5
RBM22,0.002683,1.0151e-5
IARS,0.002683,1.0267e-5
SNRPD1,0.002683,1.0305e-5
MARS,0.002683,1.0308e-5
PRPF3,0.002683,1.0343e-5
TFRC,0.002683,1.0362e-5
POLRMT,0.002683,1.0372e-5
ENO1,0.002683,1.0391e-5
SEPT7,0.002683,1.0535e-5
EIF2B3,0.002683,1.0603e-5
MRPL51,0.002683,1.0662e-5
VCP,0.002683,1.0755e-5
POLD2,0.002683,1.0799e-5
NLE1,0.002683,1.0839e-5
CCDC94,0.002702,1.0996e-5
RPF2,0.002702,1.1018e-5
PSMG3,0.002773,1.1179e-5
ARMC7,0.002803,1.1199e-5
UBE2N,0.00282,1.1341e-5
NDC80,0.00282,1.143e-5
GOSR2,0.002837,1.1454e-5
GINS2,0.002837,1.1475e-5
NOL10,0.002866,1.1542e-5
PLK1,0.002871,1.162e-5
IMP3,0.002871,1.1641e-5
NUBP2,0.002871,1.1651e-5
RBX1,0.002899,1.1683e-5
ARL2,0.002927,1.1756e-5
CINP,0.002955,1.184e-5
NPIPB3,0.003021,1.2e-5
MDM4,0.003126,1.2177e-5
DDX23,0.003152,1.2225e-5
GOLGA8K,0.003307,1.252e-5
RPS27A,0.003307,1.2597e-5
CSNK2B,0.003307,1.2608e-5
RHEB,0.003395,1.3029e-5
EIF3A,0.003395,1.3074e-5
PNPT1,0.00344,1.321e-5
EIF3CL,0.00344,1.3448e-5
SNRNP200,0.00344,1.3495e-5
GLRX5,0.00344,1.3518e-5
EIF4A3,0.00344,1.3635e-5
TAF1C,0.00344,1.367e-5
MMS22L,0.00344,1.3717e-5
PRIM2,0.00344,1.3765e-5
ELP3,0.00344,1.3824e-5
SON,0.00344,1.3848e-5
ZMAT2,0.00344,1.3991e-5
TBC1D3B,0.003451,1.4195e-5
COX7B,0.003451,1.4268e-5
URI1,0.003462,1.4427e-5
TUBB,0.003462,1.45e-5
ILF3,0.003472,1.4537e-5
KIF23,0.003472,1.4599e-5
RUVBL2,0.003514,1.4923e-5
MRPL15,0.003514,1.4942e-5
DDX42,0.003514,1.4973e-5
AP2M1,0.003514,1.4986e-5
HAUS3,0.003514,1.5259e-5
BIRC5,0.003514,1.5259e-5
CLNS1A,0.003514,1.5355e-5
MRPL44,0.003514,1.5471e-5
PSMD4,0.00373,1.602e-5
CFAP20,0.00373,1.61e-5
DDX21,0.003751,1.6113e-5
CDC73,0.003794,1.6354e-5
POLA2,0.003794,1.6367e-5
RFC2,0.003869,1.6611e-5
CHAF1B,0.003869,1.6638e-5
DDX51,0.00391,1.6775e-5
SSU72,0.00391,1.6885e-5
HUS1,0.003917,1.7065e-5
NARFL,0.003917,1.7163e-5
RPL27A,0.003938,1.75e-5
RPS12,0.003938,1.7511e-5
SAE1,0.003938,1.7557e-5
PAFAH1B1,0.003938,1.772e-5
RPS24,0.003938,1.7771e-5
RAD1,0.003938,1.7828e-5
RPP14,0.003944,1.7871e-5
RPP30,0.003944,1.7931e-5
MIS18BP1,0.003996,1.819e-5
TUFM,0.004015,1.8248e-5
MRPL17,0.004033,1.8365e-5
ELAVL1,0.004033,1.8512e-5
SDAD1,0.004033,1.8601e-5
RBM17,0.004033,1.8705e-5
CDC45,0.004033,1.8735e-5
NPIPB6,0.004033,1.875e-5
ARPC3,0.004052,1.8765e-5
EP400,0.00407,1.8944e-5
SDHA,0.004144,1.9095e-5
PFDN1,0.004144,1.9354e-5
SNRNP40,0.004144,1.9376e-5
TELO2,0.004144,1.9415e-5
OXSM,0.004179,1.9599e-5
YARS,0.004179,1.9661e-5
USP1,0.004197,1.9894e-5
DNAJC8,0.004199,1.9987e-5
TAMM41,0.004202,1.9994e-5
KIF18A,0.00425,2.0191e-5
HSPE1,0.004254,2.0406e-5
SRP14,0.004254,2.0413e-5
PSMA4,0.004271,2.0524e-5
PSMD7,0.004273,2.0652e-5
TANGO6,0.004305,2.0781e-5
MTHFD1,0.004322,2.0862e-5
YAE1D1,0.00433,2.1007e-5
GOLGA6L1,0.00433,2.1187e-5
GART,0.00433,2.1228e-5
TIMELESS,0.00433,2.1334e-5
RBM8A,0.004363,2.1524e-5
PSMD3,0.004363,2.1648e-5
WASHC1,0.004366,2.1714e-5
POLR3B,0.004366,2.1831e-5
DTL,0.004383,2.1915e-5
SOD1,0.004442,2.2016e-5
PPP6C,0.004444,2.2066e-5
NCBP2,0.004463,2.2542e-5
SEC13,0.004463,2.2593e-5
SOX10,0.004463,2.261e-5
ETF1,0.004465,2.2645e-5
TMED10,0.004465,2.2731e-5
MAT2A,0.004481,2.28e-5
POLR2J,0.004497,2.2834e-5
EIF4E,0.004512,2.2903e-5
RFC5,0.004549,2.306e-5
RACK1,0.004549,2.3164e-5
CENPM,0.004549,2.3182e-5
RPL34,0.004549,2.3234e-5
TUBA1B,0.004549,2.3287e-5
ATP6V1E1,0.004549,2.3658e-5
UTP4,0.004549,2.368e-5
KIF11,0.004549,2.3729e-5
NUDCD3,0.004564,2.3764e-5
TFAM,0.004567,2.3997e-5
COG3,0.004567,2.4015e-5
ABHD11,0.004581,2.4123e-5
SNRPA1,0.004596,2.4258e-5
IPPK,0.004638,2.454e-5
PSMA7,0.004652,2.4704e-5
NUF2,0.004654,2.4759e-5
VARS,0.004654,2.4999e-5
PSMB2,0.004668,2.5101e-5
PRKDC,0.004682,2.5465e-5
UQCRH,0.004696,2.6167e-5
GNL3,0.004818,2.6648e-5
MRTO4,0.004818,2.6687e-5
UTP18,0.004818,2.6706e-5
STIL,0.004818,2.6872e-5
NOL6,0.004818,2.6895e-5
RPS3,0.004924,2.7413e-5
PGGT1B,0.004924,2.7433e-5
PSMG1,0.004937,2.7632e-5
PAK1IP1,0.004937,2.7672e-5
C14orf80,0.004937,2.7792e-5
ATP2A2,0.00495,2.7872e-5
WDHD1,0.004989,2.8053e-5
DLST,0.005002,2.8154e-5
WDR36,0.005041,2.8336e-5
BANF1,0.005076,2.8459e-5
DDX10,0.005076,2.8684e-5
XPO5,0.005076,2.8745e-5
USP7,0.005076,2.891e-5
EIF3B,0.005076,2.9179e-5
DHX37,0.005076,2.921e-5
GVQW2,0.005076,2.9377e-5
EIF2B5,0.005076,2.9377e-5
RANGAP1,0.005076,2.9597e-5
SRSF1,0.005111,3.0057e-5
NUP35,0.005111,3.0104e-5
RBM39,0.005111,3.0117e-5
IARS2,0.005111,3.0177e-5
NOP56,0.005111,3.0424e-5
VRK1,0.005111,3.0477e-5
LSM7,0.005111,3.0537e-5
LSM11,0.005134,3.0812e-5
YARS2,0.005134,3.09e-5
GTF2H1,0.005134,3.1204e-5
CAD,0.005134,3.1269e-5
SFPQ,0.005148,3.145e-5
MED11,0.005148,3.1489e-5
SENP6,0.005148,3.1511e-5
LAMTOR2,0.005148,3.1511e-5
PLK4,0.005148,3.1687e-5
STX18,0.005148,3.1731e-5
DIS3,0.005148,3.1864e-5
GEMIN8,0.005148,3.1931e-5
PSMD6,0.005148,3.1975e-5
RPS20,0.005148,3.2042e-5
RAD51C,0.005148,3.2076e-5
POLR2I,0.005148,3.21e-5
PPIAL4C,0.005148,3.24e-5
PSMC4,0.005148,3.2445e-5
SEC61G,0.005148,3.2535e-5
ERCC3,0.005148,3.2632e-5
POLR1B,0.005148,3.2659e-5
CENPW,0.005148,3.2784e-5
RPL10,0.005148,3.2807e-5
SLC25A3,0.005148,3.2875e-5
PPP4C,0.005148,3.3011e-5
INTS6,0.005148,3.3075e-5
HEATR1,0.005229,3.3562e-5
RAD51,0.00524,3.3747e-5
SNRPD3,0.005251,3.3886e-5
TBL3,0.005284,3.4049e-5
THAP1,0.005433,3.4731e-5
LIN37,0.005512,3.4992e-5
UBL5,0.005522,3.5087e-5
FCF1,0.005532,3.523e-5
CLTC,0.005565,3.5639e-5
CHTF8,0.005572,3.5816e-5
SF3B5,0.005572,3.5833e-5
NSF,0.005572,3.5883e-5
URB2,0.005605,3.6051e-5
METTL16,0.005682,3.6625e-5
NUDT21,0.005691,3.6812e-5
PPP2R1A,0.005723,3.6985e-5
OGT,0.005733,3.7035e-5
HINFP,0.005809,3.7434e-5
NACA,0.005829,3.766e-5
TPRKB,0.005846,3.7887e-5
GFM2,0.005846,3.7912e-5
SKP1,0.005846,3.7963e-5
EIF2S3,0.005877,3.8064e-5
WDR75,0.005908,3.8191e-5
TUBD1,0.005982,3.8497e-5
SRP9,0.005991,3.8625e-5
FAM96B,0.006069,3.9089e-5
SRBD1,0.006069,3.9322e-5
GNL2,0.006069,3.9557e-5
WDR12,0.006069,3.9635e-5
USP37,0.00612,4.0029e-5
COPS4,0.006245,4.0771e-5
HNRNPH1,0.006245,4.0825e-5
PSMG2,0.006247,4.12e-5
NOC4L,0.006247,4.1267e-5
EIF3D,0.006247,4.1267e-5
ATP6V1D,0.00634,4.1538e-5
BRAF,0.006348,4.1768e-5
UMPS,0.006356,4.1972e-5
ERH,0.006363,4.2013e-5
PGK1,0.006541,4.3117e-5
EXOSC2,0.006569,4.3424e-5
DNTTIP2,0.006618,4.3928e-5
SUPT4H1,0.006632,4.4071e-5
LONP1,0.006632,4.4081e-5
FIP1L1,0.006639,4.4213e-5
CCDC137,0.006646,4.4383e-5
PARS2,0.006667,4.484e-5
RPS19,0.006667,4.5243e-5
INTS1,0.006667,4.5446e-5
MVK,0.006673,4.562e-5
PRIM1,0.006701,4.6116e-5
DCTN6,0.006728,4.635e-5
CPSF3,0.006735,4.6439e-5
DDX55,0.006824,4.6822e-5
NCBP1,0.006912,4.7147e-5
MRPS21,0.006943,4.7838e-5
TBC1D3I,0.006943,4.7955e-5
POLD1,0.006943,4.7958e-5
EFTUD2,0.006943,4.814e-5
SAMM50,0.006943,4.817e-5
ALG2,0.006969,4.8261e-5
MECR,0.006995,4.8352e-5
GTF3C3,0.006999,4.8564e-5
PPAN,0.006999,4.8686e-5
MCM5,0.006999,4.8778e-5
YRDC,0.006999,4.8855e-5
RRP9,0.007025,4.9238e-5
TRAPPC11,0.007071,4.9794e-5
POLE3,0.007076,5.0073e-5
RPL18,0.007102,5.0229e-5
CENPA,0.007187,5.1078e-5
PMF1,0.007212,5.1268e-5
MAPK1,0.007238,5.1458e-5
EIF2B4,0.007268,5.1905e-5
PDRG1,0.007268,5.1937e-5
MOCS3,0.007269,5.2387e-5
RPS28,0.007269,5.2451e-5
LRPPRC,0.007269,5.2596e-5
MDN1,0.007269,5.2726e-5
MTG1,0.007274,5.2872e-5
ANAPC5,0.007377,5.3425e-5
TKT,0.007382,5.3786e-5
NCAPG2,0.007387,5.3951e-5
UBE2D3,0.00745,5.4679e-5
TRIAP1,0.007455,5.4762e-5
RBM19,0.007484,5.5013e-5
RPL24,0.007484,5.508e-5
SLU7,0.007488,5.5247e-5
TAF2,0.007512,5.5651e-5
DDX46,0.007517,5.5853e-5
TIMM13,0.007579,5.626e-5
RRM1,0.00764,5.6464e-5
SKIV2L2,0.007645,5.6498e-5
HUWE1,0.007725,5.7218e-5
SRSF11,0.007729,5.7528e-5
ADSL,0.007771,5.7736e-5
PCBP2,0.007889,5.8889e-5
CTU2,0.007893,5.9029e-5
TFIP11,0.007915,5.9312e-5
MRPL30,0.007956,5.9987e-5
GTF2B,0.008054,6.0452e-5
HAUS4,0.008095,6.0811e-5
MRPL54,0.008139,6.1281e-5
PPP2CA,0.008139,6.1491e-5
PCID2,0.008146,6.179e-5
CAPZB,0.008146,6.1863e-5
RBBP5,0.008149,6.19e-5
GGPS1,0.008263,6.2083e-5
PPIAL4A,0.00834,6.2697e-5
DNM2,0.008343,6.3003e-5
MRPS27,0.008367,6.3597e-5
RRN3,0.008367,6.3623e-5
FNTA,0.008388,6.3918e-5
MRPL11,0.008504,6.459e-5
NELFCD,0.008504,6.459e-5
EFR3A,0.008524,6.4836e-5
HDAC3,0.0086,6.5253e-5
NHLRC2,0.008609,6.5786e-5
ADSS,0.008609,6.5901e-5
DYNC1I2,0.008609,6.5978e-5
MED6,0.008609,6.6005e-5
MTBP,0.008612,6.617e-5
SIN3A,0.008616,6.6477e-5
RTCB,0.008616,6.6509e-5
FDXR,0.008672,6.6863e-5
LSM6,0.008728,6.7212e-5
XPOT,0.00873,6.7446e-5
DDX41,0.008732,6.7699e-5
RPL10A,0.008735,6.7836e-5
NCL,0.00879,6.8497e-5
UGP2,0.008827,6.874e-5
COPB1,0.008918,6.9414e-5
CHORDC1,0.00892,6.9494e-5
ACTR2,0.00909,7.1261e-5
AASDHPPT,0.00909,7.167e-5
CBWD3,0.00909,7.1752e-5
BCS1L,0.00909,7.1874e-5
SNUPN,0.00909,7.1997e-5
CWC15,0.00909,7.2079e-5
PPIL4,0.00909,7.2448e-5
SNRPD2,0.00909,7.2489e-5
NIFK,0.009092,7.2643e-5
CDCA8,0.009095,7.2942e-5
SEH1L,0.009095,7.3025e-5
SF3B6,0.009148,7.3398e-5
SPDL1,0.009149,7.3543e-5
NDC1,0.009185,7.398e-5
MRPL20,0.009272,7.4483e-5
DCTN4,0.009291,7.4609e-5
RAE1,0.009429,7.4987e-5
RAC1,0.00943,7.5114e-5
SMC2,0.009431,7.522e-5
LSG1,0.0095,7.5627e-5
TRAIP,0.009535,7.6197e-5
NUP88,0.009552,7.6389e-5
DDX54,0.009587,7.6675e-5
ZNF626,0.009689,7.7377e-5
CDC16,0.009774,7.8126e-5
POLR2J3,0.009791,7.8499e-5
GPI,0.009825,7.879e-5
LSM5,0.009859,7.9338e-5
COA6,0.009909,7.9691e-5
TBCD,0.009909,7.9709e-5
PELO,0.009909,7.9779e-5
SAP18,0.009943,7.9956e-5
RPAIN,0.010057,8.0756e-5
NDOR1,0.010057,8.0934e-5
GINS1,0.010057,8.1382e-5
UTP11,0.010057,8.1426e-5
TEAD1,0.010057,8.1606e-5
MRPS10,0.010057,8.2011e-5
MRPS18B,0.010057,8.2101e-5
DNM1L,0.010057,8.2214e-5
NUP155,0.010057,8.2282e-5
VPS51,0.010106,8.2871e-5
RBM48,0.010106,8.2962e-5
HARS,0.010155,8.3758e-5
EIF2S2,0.010187,8.4152e-5
SNU13,0.010202,8.488e-5
NIP7,0.010202,8.5261e-5
RCC1L,0.010202,8.5539e-5
RPS9,0.010297,8.6793e-5
RARS2,0.010297,8.6897e-5
GMPPB,0.010297,8.7275e-5
TAF13,0.010297,8.7322e-5
GMPS,0.010297,8.7654e-5
TBC1D3D,0.010406,8.8606e-5
RRP1,0.010406,8.8701e-5
MED4,0.010406,8.8749e-5
MMS19,0.010406,8.8917e-5
TRAPPC8,0.010406,8.8965e-5
EXOSC9,0.010485,8.971e-5
NCAPD2,0.010532,9.0048e-5
LUC7L3,0.010609,9.0484e-5
RPS6,0.010609,9.0765e-5
MCM4,0.010624,9.1215e-5
FDX1L,0.010684,9.195e-5
COPS2,0.010684,9.2023e-5
SRSF7,0.010684,9.2343e-5
QARS,0.010696,9.2512e-5
THOC2,0.010696,9.2689e-5
TPI1,0.010696,9.27e-5
FEN1,0.010868,9.4281e-5
GPR89B,0.010943,9.5135e-5
EARS2,0.010943,9.5174e-5
ARCN1,0.010957,9.5431e-5
XRCC3,0.010971,9.564e-5
RCL1,0.011011,9.6326e-5
GEMIN6,0.011011,9.6402e-5
METAP2,0.011011,9.6453e-5
ATP6V1A,0.011011,9.6555e-5
LSM12,0.011055,9.7066e-5
UTP20,0.011115,9.7424e-5
DHX9,0.01116,9.7758e-5
PDPK1,0.011189,9.841e-5
POLR3H,0.011306,1.0002e-4
EPRS,0.011306,1.0025e-4
ABHD17A,0.011306,1.0041e-4
RPS11,0.011317,1.0059e-4
MPHOSPH10,0.011317,1.0065e-4
XAB2,0.011391,1.0107e-4
ATP6V1C1,0.011449,1.017e-4
PPAT,0.011554,1.0287e-4
TUBGCP3,0.011582,1.0314e-4
TRAPPC1,0.011607,1.0389e-4
HSPA14,0.011607,1.0416e-4
BANP,0.011695,1.0508e-4
POLR3A,0.011738,1.0551e-4
CTNNBL1,0.011892,1.0669e-4
EEF1G,0.011892,1.073e-4
NPM1,0.011892,1.073e-4
PLRG1,0.011892,1.0744e-4
ISCU,0.011892,1.0755e-4
IPO7,0.011892,1.0821e-4
PDCD2,0.011892,1.0877e-4
POLG2,0.011892,1.0888e-4
PMPCA,0.011892,1.091e-4
ELP5,0.011892,1.0925e-4
MRPS7,0.011892,1.0927e-4
OPA1,0.011892,1.0933e-4
RBBP7,0.011892,1.0949e-4
DAD1,0.011892,1.0953e-4
MCMBP,0.012022,1.113e-4
COX16,0.012048,1.1153e-4
USP39,0.012207,1.1261e-4
RPL39,0.012218,1.1272e-4
FARSA,0.01231,1.1364e-4
NHP2,0.01231,1.1394e-4
NEPRO,0.01231,1.1399e-4
RPL7A,0.012468,1.152e-4
ECD,0.012478,1.1532e-4
RAN,0.012504,1.1561e-4
RPA3,0.012602,1.1637e-4
DDX20,0.012685,1.1714e-4
PNO1,0.012812,1.1832e-4
RPS21,0.012923,1.1915e-4
WDR82,0.012948,1.1951e-4
MRPS12,0.012982,1.1981e-4
POLA1,0.012982,1.1999e-4
RPUSD4,0.013036,1.2065e-4
DNAJC11,0.013089,1.2108e-4
WDR3,0.013098,1.215e-4
PHAX,0.013108,1.2174e-4
THOC1,0.013108,1.2253e-4
CCND1,0.013108,1.2265e-4
RPSA,0.013108,1.2266e-4
POLR3K,0.013118,1.2311e-4
CDIPT,0.01317,1.2388e-4
CMTR1,0.013223,1.2462e-4
TBC1D3K,0.01327,1.2511e-4
PFDN6,0.01327,1.2536e-4
LSM8,0.013354,1.2645e-4
UTP3,0.013354,1.266e-4
GEMIN4,0.013354,1.2673e-4
RNGTT,0.013354,1.2679e-4
RPS5,0.013354,1.2684e-4
RPL13,0.013354,1.2695e-4
PTPMT1,0.013391,1.2817e-4
VPS13D,0.013451,1.2874e-4
UTP15,0.013451,1.288e-4
SPDYE2B,0.013455,1.2899e-4
RPTOR,0.013455,1.2906e-4
PSMC3,0.013473,1.2941e-4
GTF2A2,0.013473,1.2966e-4
TERF2,0.013607,1.3083e-4
CDC27,0.013713,1.3174e-4
RPL9,0.013756000000000001,1.3228e-4
NARS,0.013785,1.3264e-4
SMC6,0.013849,1.3342e-4
USP17L30,0.013899,1.3375e-4
MRPL4,0.013915,1.3427e-4
ELOC,0.013915,1.3456e-4
DHX16,0.013939,1.3571e-4
CRCP,0.013939,1.3581e-4
LSM10,0.013939,1.3604e-4
RNASEH2A,0.013939,1.3627e-4
RECQL4,0.013939,1.363e-4
PMVK,0.013939,1.3683e-4
HSD17B10,0.013939,1.3687e-4
DHX33,0.013939,1.3711e-4
GPR89A,0.013988,1.3866e-4
PMF1-BGLAP,0.014009,1.3903e-4
POLE,0.014099,1.4051e-4
EIF4A1,0.014377,1.435e-4
WDR74,0.014378,1.4361e-4
SPDYE6,0.014407,1.4407e-4
TBC1D3C,0.014407,1.4441e-4
HMGA1,0.014407,1.4447e-4
VAC14,0.014562,1.4564e-4
BTF3,0.014569,1.4593e-4
CKAP5,0.014617,1.4683e-4
RUVBL1,0.014624,1.4718e-4
MAP3K7,0.014671,1.4774e-4
TXN,0.014671,1.4802e-4
